set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
PD-L1 expression and PD-1 checkpoint pathway in cancer,0.6908196993173639,0.9999978724542887,20/34,FOS;RAF1;AKT3;RPS6KB2;MAP2K6;CD3G;PPP3CC;BATF2;JAK2;ALK;IFNGR2;TLR2;TLR9;MAP2K2;IFNGR1;NFKBIE;TICAM2;MAPK11;MAP2K1;NFKBIA,0.3069543013426406,0.8751463059556137,25/34,FOS;RAF1;AKT3;NFKBIB;RPS6KB2;MAP2K6;CD4;CD3G;PIK3CA;PPP3CC;JAK2;ALK;NRAS;IFNGR2;EGF;TLR2;TLR9;MAP2K2;IFNGR1;PIK3CB;MAPK11;IKBKG;MAP2K1;CD274;NFKBIA,34
PI3K-Akt signaling pathway,0.9888330742229303,0.9999978724542887,79/150,RAF1;AKT3;LAMC3;CSH2;PIK3CG;COL4A4;CREB3;GYS1;BAD;IRS1;LAMA2;EPHA2;YWHAH;CREB3L4;TLR2;ITGA4;MAP2K2;MAP2K1;GNG3;EIF4E2;CREB3L1;RPS6KB2;CCNE1;COL6A3;JAK2;INS;COL9A3;SGK3;GNG5;PKN3;FGFR2;NTF4;LAMB1;COL2A1;IFNA8;SGK1;FGF6;PPP2R2A;GNG12;PRKAA1;ITGB6;COL6A2;COL4A2;COL4A5;ITGA8;IL2RB;CDC37;PPP2R5B;TNR;PPP2R2B;EIF4EBP1;NGFR;ITGB5;TEK;IFNA10;IL2RG;TCL1B;GNG8;IL7;CSF1R;FGF22;TSC1;PPP2R3B;FGF10;CCNE2;SYK;LAMB2;IL7R;ITGA7;COL9A2;TCL1A;LAMA3;ITGA11;PPP2R5E;ITGA6;ITGB7;FGF3;LAMB4;FGF17,0.9275667319773051,0.9999999908549448,94/150,RAF1;AKT3;LAMC3;FGF21;CSH2;PIK3CG;COL4A4;IFNA21;GYS1;BAD;IRS1;EGF;LAMA2;EPHA2;FGF23;YWHAH;CREB3L4;TLR2;ITGA4;MAP2K2;MAP2K1;GNG13;GNG3;EIF4E2;IFNAR1;RPS6KB2;COL4A3;CCNE1;PIK3CA;COL6A3;JAK2;CHAD;INS;COL9A3;SGK3;PKN3;FGFR2;SGK1;COL2A1;IFNA8;PPP2R2A;GNG12;DDIT4;PRKAA1;ITGB6;COL4A2;TNN;IKBKG;ITGA8;IL2RB;CDC37;PPP2R5B;TNR;PPP2R2B;IFNA14;EIF4EBP1;NGFR;ITGB5;TEK;FGF8;IL2RG;IFNA6;GNG8;IL7;FGF4;CSF1R;PIK3CB;GNGT2;FGF22;LAMA5;IFNA2;TSC1;PPP2R3B;FGF10;CSF3R;SYK;LAMB2;NRAS;IL7R;THBS4;CHRM1;ITGA10;ITGA7;COL9A2;TCL1A;LAMA3;ITGA11;PPP2R5E;ITGA6;ITGB7;FGF3;LAMB4;G6PC3;FGF17,150
PPAR signaling pathway,0.8895620224121862,0.9999978724542887,23/43,CPT2;HMGCS2;ACOX3;ACOX2;ACSL6;ACSBG1;SLC27A2;APOA5;FABP3;EHHADH;SLC27A5;MMP1;AQP7;LPL;GK;ACSL5;SCP2;CPT1C;RXRB;ACSL4;FABP7;APOA1;APOA2,0.8852294514188517,0.9999999908549448,26/43,CYP7A1;HMGCS2;ACOX3;ACOX2;ACSL6;ACSBG1;SLC27A2;APOA5;RXRG;FABP3;EHHADH;SLC27A5;MMP1;AQP7;LPL;GK;ACSBG2;ACSL5;SCP2;CPT1C;RXRB;CYP27A1;SORBS1;ACSL4;ANGPTL4;FABP7,43
Pancreatic cancer,0.6117027160012962,0.9999978724542887,14/23,BAD;RAF1;AKT3;PLD2;E2F3;ARAF;GADD45A;BRAF;RPS6KB2;GADD45G;MAP2K1;E2F1;DDB2;BRCA2,0.034464045550902093,0.307878806921392,20/23,RAF1;AKT3;PLD2;RPS6KB2;PIK3CA;ARAF;GADD45A;GADD45G;DDB2;BAD;EGF;E2F3;BAK1;PIK3CB;BRAF;IKBKG;TGFB1;MAP2K1;E2F1;BRCA2,23
Pancreatic secretion,0.982165961704857,0.9999978724542887,25/52,ITPR3;RYR2;PLA2G12A;PLA2G1B;ATP1A2;PLA2G2A;AMY1C;SLC4A2;RAB27B;ATP1A3;CPA1;ADCY4;PLA2G10;ATP1B2;CA2;ATP2A1;SLC9A1;CLCA2;BST1;CLCA1;PRKCG;CPB1;ATP1A1;ATP1B3;CCKAR,0.9976687390814033,0.9999999908549448,26/52,ITPR3;RYR2;CLCA4;ATP1A2;GNAQ;PLA2G2A;AMY1C;SLC4A2;RAB27B;SCT;TPCN2;ATP1A3;CD38;CPB2;ADCY4;PLA2G10;ATP1B2;CA2;ATP2A1;SLC9A1;BST1;PRKCG;CPB1;PNLIPRP1;ATP1A1;ATP1B3,52
"Parathyroid hormone synthesis, secretion and action",0.9413178058287804,0.9999978724542887,23/45,FOS;RAF1;PLD2;ITPR3;LRP5;NR4A2;CREB3L1;MMP13;ARAF;CREB3;EGR1;MMP14;ADCY4;GNAI3;GNAI1;CREB3L4;CYP27B1;RXRB;PRKCG;BRAF;MAFB;MAP2K1;PTH,0.747327800277456,0.9999999908549448,29/45,KL;FOS;JUND;RAF1;PLD2;ITPR3;LRP5;NR4A2;GNAQ;MMP13;RXRG;ARAF;EGR1;MMP14;MMP24;ADCY4;GNAI3;GNAI1;FGF23;CREB3L4;SOST;CYP27B1;RXRB;PRKCG;GCM2;BRAF;TRPV5;MAFB;MAP2K1,45
Non-small cell lung cancer,0.15359434112774717,0.9999978724542887,19/26,RAF1;AKT3;GADD45A;ARAF;KIF5B;GADD45G;PLCG2;ALK;DDB2;BAD;E2F3;RXRB;PRKCG;MAP2K2;KIF5A;BRAF;RASSF5;MAP2K1;E2F1,0.0036071038773511192,0.08788216719364544,24/26,RAF1;AKT3;PIK3CA;RXRG;ARAF;GADD45A;GADD45G;PLCG2;ALK;DDB2;NRAS;BAD;EGF;E2F3;BAK1;RXRB;PRKCG;MAP2K2;KIF5A;PIK3CB;BRAF;RASSF5;MAP2K1;E2F1,26
Notch signaling pathway,0.3811972664933105,0.9999978724542887,16/24,JAG2;APH1B;NOTCH3;TLE1;HEY1;NOTCH1;HEYL;PTCRA;JAG1;NCSTN;HDAC1;PSENEN;NOTCH2;SNW1;CTBP2;LFNG,0.026340899608343602,0.2521200391084316,21/24,APH1B;MAML3;JAG1;HDAC2;HDAC1;NUMBL;JAG2;KAT2A;NOTCH1;PSENEN;TLE1;NCSTN;NOTCH2;MAML2;DTX2;HEYL;NOTCH3;LFNG;HEY1;SNW1;CTBP2,24
Olfactory transduction,0.9999978724542887,0.9999978724542887,52/125,OR2T8;OR5T2;OR51G1;OR7G3;OR51D1;OR7A17;OR10A4;RGS2;OR10H4;OR2A14;OR6K2;OR7D2;PDE2A;OR2A7;CALML4;OR13C4;CALML6;OR52B2;OR8D1;OR10T2;OR51A7;OR12D3;OR6N1;OR1S2;OR1D2;SLC24A4;OR10C1;CAMK2D;OR2V2;OR5AK2;OR7D4;OR8G1;OR4X2;OR5I1;OR2M2;OR7A5;OR52K2;OR51B4;OR4D2;OR4A15;OR2C3;OR51B5;OR7E24;OR1F1;OR4K17;OR4K1;OR10J3;OR5P3;OR10H3;OR1Q1;OR2H2;OR2C1,0.9999999908549448,0.9999999908549448,55/125,OR51G1;OR5AP2;OR2W3;OR10A5;OR1L3;OR6Y1;OR4C46;OR7A17;OR4C15;RGS2;OR2B6;OR10H4;OR6K2;OR51B2;GUCY2D;OR7D2;PDE2A;CALML6;OR3A1;OR4S1;OR10T2;OR12D3;OR6N1;OR2J2;OR1S2;SLC24A4;OR10C1;OR10J1;OR2B2;OR2C1;OR11H12;OR5F1;OR7A5;OR52K2;OR3A3;OR6A2;OR51B4;OR10P1;OR5H1;OR4A15;OR10H1;OR51B5;OR10G8;OR10H2;OR5A1;OR10J5;OR7C2;OR4K17;OR4K1;OR8J1;OR10J3;OR10H3;OR1Q1;GNG13;OR8K3,125
Oocyte meiosis,0.18572785884769885,0.9999978724542887,33/48,FBXO5;PPP2R5B;ANAPC10;ITPR3;CPEB1;FBXO43;MAP2K1;CCNE1;CALML6;CALML4;BUB1;PPP3CC;CCNE2;CDC26;CDC20;PTTG1;INS;ADCY4;CAMK2D;SMC3;RBX1;ANAPC2;ANAPC11;YWHAH;PTTG2;REC8;PPP2R5E;MAPK11;CDC16;CDC23;RPS6KA2;CCNB2;RPS6KA6,0.39526104171213194,0.9053842664859091,34/48,FBXO5;PPP2R5B;ANAPC10;ITPR3;CPEB1;FBXO43;MAP2K1;CCNE1;CALML6;BUB1;PPP3CC;CDC20;PTTG1;INS;STAG3;ADCY4;CDC27;SMC3;RBX1;ANAPC2;ANAPC11;YWHAH;PTTG2;REC8;ANAPC13;PPP2R5E;MAPK11;CDC16;PGR;CDC23;SMC1B;RPS6KA2;CCNB2;RPS6KA6,48
Osteoclast differentiation,0.6210193162497097,0.9999978724542887,32/53,FOS;SQSTM1;AKT3;RELB;BLNK;LILRB1;MAP2K6;LILRA5;CAMK4;TYROBP;NCF4;PPP3CC;MAP3K14;SYK;PLCG2;LCP2;IFNGR2;FHL2;FCGR2A;TRAF2;TNFRSF1A;IFNGR1;CSF1R;CTSK;CYBA;MAPK11;SIRPG;STAT2;BTK;IRF9;MAP2K1;NFKBIA,0.14913803077584553,0.6472803551695637,40/53,FOS;LILRA3;JUND;SQSTM1;AKT3;IFNAR1;RELB;BLNK;LILRB1;MAP2K6;CALCR;LILRA5;LILRA4;PIK3CA;NCF4;PPP3CC;MAP3K14;SYK;PLCG2;LCP2;IFNGR2;FCGR2A;TRAF2;IL1B;TNFRSF1A;IFNGR1;CSF1R;CTSK;PIK3CB;NOX1;CYBA;MAPK11;SIRPG;STAT2;IKBKG;BTK;TGFB1;IRF9;MAP2K1;NFKBIA,53
Other types of O-glycan biosynthesis,0.15216287602767004,0.9999978724542887,13/17,B4GALT1;C1GALT1;GALNT14;GALNTL5;GALNT8;GALNT7;POFUT1;GALNT9;GALNT2;B4GALT3;ST6GAL2;LFNG;GALNT12,0.15376639359531794,0.6541173568816699,14/17,B4GALT1;GALNT14;GALNTL5;POMT2;GALNT1;GALNT7;POFUT1;GALNT9;GALNT2;B4GALT3;GALNT5;ST6GAL2;LFNG;GALNT12,17
Ovarian steroidogenesis,0.4004658246447619,0.9999978724542887,14/21,CYP11A1;CYP1A1;ACOT4;BMP15;CYP17A1;ALOX5;CYP2J2;AKR1C3;PLA2G4A;FSHB;INS;CYP1B1;HSD3B2;ADCY4,0.28744977344668793,0.8373536878664388,16/21,PLA2G4F;CYP1A1;ACOT4;BMP15;CYP17A1;ALOX5;CYP2J2;AKR1C3;PLA2G4A;INS;CYP1B1;HSD17B2;HSD3B2;LHB;ADCY4;BMP6,21
Salivary secretion,0.6838646068491812,0.9999978724542887,29/49,PRB2;ITPR3;PRB1;ADRB1;ATP1A2;AMY1C;HTN1;ADRB3;CALML6;CALML4;SLC4A2;LYZ;ATP1A3;ADCY4;ATP1B2;CST1;SLC9A1;LPO;CAMP;ADRA1D;BST1;ADRA1A;PRKCG;MUC7;TRPV6;ATP1A1;ADRB2;RYR3;ATP1B3,0.9589454780001949,0.9999999908549448,28/49,ITPR3;ATP1A2;ADRB1;GNAQ;AMY1C;HTN1;CALML6;SLC4A2;LYZ;ATP1A3;CD38;ADCY4;ATP1B2;CST1;SLC9A1;HTN3;LPO;CAMP;BST1;GUCY1A2;PRKCG;MUC7;TRPV6;ATP1A1;AQP5;ADRB2;RYR3;ATP1B3,49
Salmonella infection,0.08128729967883251,0.9999978724542887,68/99,MYL2;FOS;RAF1;AKT3;MAP2K4;S100A10;TUBA1A;TXN2;TLR5;TUBB8;DYNLL2;PFN3;MAP2K6;GAPDH;TCF7L1;PIK3C3;EXOC2;ARPC1B;RAB5B;PIK3CG;TUBA8;NCKAP1;RIPK3;RPS3;RAB9A;ACTR1B;MYLPF;KIF5B;RHOH;IL18;FLNB;FBXO22;ARPC3;MYL7;PIK3C2A;DYNLT1;TUBB2A;ARPC5L;CASP5;TUBAL3;GSDMD;PYCARD;PIK3C2B;DYNLRB1;BIRC2;TLR2;ARPC5;FLNC;TRAF2;PLEKHM2;NLRC4;TLR9;MAP2K2;TNFRSF1A;DYNC1H1;FYCO1;KIF5A;ARPC2;MAPK11;RIPK1;DCTN5;STX10;TUBA3C;DCTN2;NCKAP1L;MAP2K1;NLRP3;NFKBIA,0.24025970969716487,0.8106896750733186,71/99,MYL2;FOS;RAF1;AKT3;KLC2;MAP2K4;S100A10;TUBA1A;TXN2;TLR5;TUBB8;DYNLL2;PFN3;NOD1;MAP2K6;GAPDH;TCF7L1;EXOC2;RAB5B;PIK3CA;PIK3CG;TUBA1B;TUBA8;NCKAP1;RIPK3;RPS3;RAB9A;WASL;ARPC1A;RHOH;IL18;FLNB;FBXO22;ARPC3;MYL7;PFN4;PIK3C2A;TUBB2A;ARPC5L;CASP5;GSDMD;BAK1;PIK3C2B;CYTH3;BIRC2;TLR2;FLNC;TRAF2;IL1B;PLEKHM2;NLRC4;TLR9;KLC3;MAP2K2;TNFRSF1A;DYNC1H1;FYCO1;KIF5A;PIK3CB;MAPK11;RIPK1;DCTN5;IKBKG;STX10;TUBA3C;DCTN2;TCF7L2;MAP2K1;NCKAP1L;NLRP3;NFKBIA,99
Serotonergic synapse,0.9985354785768169,0.9999978724542887,26/60,RAF1;ITPR3;CACNA1F;KCNJ6;SLC18A1;ALOX15B;SLC18A2;ARAF;KCNJ3;PLA2G4A;GNG5;GNG8;GNAI3;CYP2J2;GNAI1;GNG12;HTR7;HTR1B;PRKCG;HTR1A;ALOX5;BRAF;HTR2A;MAP2K1;GNG3;HTR6,0.9754551789405005,0.9999999908549448,34/60,RAF1;ITPR3;SLC6A4;MAOA;ALOX12B;GNAQ;KCNJ6;SLC18A1;ALOX15B;SLC18A2;PLA2G4F;ARAF;KCNJ3;PLA2G4A;CACNA1B;NRAS;GNG8;GNAI3;CYP2J2;GNAI1;GNG12;HTR7;HTR1B;HTR3E;PRKCG;HTR1A;ALOX5;KCNJ9;BRAF;GNGT2;MAP2K1;GNG13;GNG3;HTR6,60
Shigellosis,0.8144632683112862,0.9999978724542887,44/77,MYL2;SQSTM1;AKT3;CAPN2;ITPR3;TLR5;RPS6KB2;CCL5;PFN3;PIK3C3;ARPC1B;HCLS1;RRAGD;GABARAP;MYLPF;IL18;UBA52;PLCD4;ARPC3;RBCK1;PLCG2;MYL7;ARPC5L;PYCARD;RBX1;CAPN1;GLMN;IRF3;ARPC5;TRAF2;UBE2NL;NLRC4;NFKBIA;ARHGEF2;TNFRSF1A;UBE2D4;ARPC2;MAPK11;RIPK1;DOCK1;PIK3R4;ATG16L1;NLRP3;RRAGA,0.6721665708967038,0.9999999908549448,51/77,MYL2;SQSTM1;AKT3;ITPR3;UBE2V2;TLR5;RPS6KB2;NFKBIB;CCL5;PFN3;NOD1;PIK3CA;HCLS1;GABARAP;GSK3A;WASL;ARPC1A;IL18;UBA52;PLCD4;ARPC3;RBCK1;PLCG2;PFN4;MYL7;ARPC5L;BNIP3;RBX1;GLMN;CAPN1;CYTH3;IRF3;TRAF2;IL1B;UBE2NL;NLRC4;ARHGEF2;RNF31;TNFRSF1A;UBE2D4;PIK3CB;MAPK11;RIPK1;PLCD3;IKBKG;DOCK1;PIK3R4;ATG16L1;NLRP3;WIPI1;NFKBIA,77
Signaling pathways regulating pluripotency of stem cells,0.996383350300364,0.9999978724542887,25/56,RAF1;AKT3;SKIL;FZD8;PCGF2;JAK2;FZD10;FZD9;LEFTY1;BMPR1B;WNT5A;PCGF6;WNT5B;FGFR2;FZD3;KLF4;NANOG;MAP2K2;HESX1;FZD2;MAPK11;DLX5;MAP2K1;JARID2;SMARCAD1,0.4516054520851083,0.9455489153031956,39/56,RAF1;AKT3;LEFTY2;WNT8B;FZD8;HOXD1;WNT3A;PIK3CA;PCGF2;LHX5;JAK2;ISL1;FZD9;FZD10;LEFTY1;WNT9A;WNT5A;BMPR1B;NRAS;NEUROG1;PCGF6;WNT5B;INHBE;WNT10B;FGFR2;KLF4;NODAL;WNT2B;MAP2K2;WNT8A;HESX1;FZD2;PIK3CB;MAPK11;SMARCAD1;DLX5;MAP2K1;WNT7A;ZIC3,56
Small cell lung cancer,0.24569119159425915,0.9999978724542887,24/35,AKT3;LAMC3;CCNE1;ZBTB17;GADD45A;CKS2;COL4A4;CCNE2;GADD45G;LAMB2;DDB2;E2F3;LAMB1;LAMA2;BIRC2;TRAF2;RXRB;LAMA3;COL4A2;ITGA6;COL4A5;LAMB4;E2F1;NFKBIA,0.08383024583932806,0.4992556863319982,28/35,AKT3;LAMA5;LAMC3;COL4A3;CCNE1;PIK3CA;ZBTB17;RXRG;GADD45A;CKS2;COL4A4;GADD45G;LAMB2;DDB2;E2F3;BAK1;LAMA2;BIRC2;TRAF2;RXRB;LAMA3;COL4A2;PIK3CB;ITGA6;IKBKG;LAMB4;E2F1;NFKBIA,35
Regulation of lipolysis in adipocytes,0.7966477586833661,0.9999978724542887,15/27,IRS1;AKT3;ABHD5;LIPE;PDE3B;AQP7;GNAI3;ADRB1;GNAI1;MGLL;ADRB2;NPPA;INS;ADRB3;ADCY4,0.6418359865853396,0.9999999908549448,18/27,IRS1;AKT3;ABHD5;LIPE;TSHB;PIK3CB;PDE3B;AQP7;GNAI3;ADRB1;GNAI1;MGLL;ADRB2;NPPA;INS;IRS4;ADCY4;PIK3CA,27
Relaxin signaling pathway,0.9426815179717841,0.9999978724542887,28/54,FOS;RAF1;AKT3;MAP2K4;SHC3;CREB3L1;MMP13;EDN1;COL4A4;CREB3;INSL5;MMP1;ADCY4;GNG5;GNG8;GNAI3;GNAI1;CREB3L4;GNG12;MAP2K2;COL4A2;RLN2;MAPK11;COL4A5;MMP9;MAP2K1;GNG3;NFKBIA,0.8866815273630193,0.9999999908549448,33/54,FOS;RAF1;AKT3;RLN1;MAP2K4;SHC3;COL4A3;MMP13;PIK3CA;EDN1;COL4A4;INSL5;MMP1;ADCY4;NRAS;GNG8;GNAI3;GNAI1;CREB3L4;GNG12;NFKBIA;MAP2K2;COL4A2;RLN2;PIK3CB;MAPK11;GNGT2;MMP9;TGFB1;MAP2K1;GNG13;GNG3;GNA15,54
Renal cell carcinoma,0.812253275671817,0.9999978724542887,12/22,BAD;RAF1;AKT3;MAP2K2;ARAF;CUL2;PAK6;RBX1;BRAF;FH;MAP2K1;EGLN2,0.4086573881516322,0.9203376472658608,16/22,BAD;RAF1;AKT3;MAP2K2;ARAF;CUL2;PAK6;RBX1;PIK3CB;BRAF;SLC2A1;TGFB1;FH;MAP2K1;PIK3CA;NRAS,22
Renin secretion,0.815630014245977,0.9999978724542887,20/36,ITPR3;CACNA1F;ADRB1;NPPA;EDN2;ADRB3;CALML6;CALML4;EDN1;PPP3CC;AGT;GNAI3;CLCA2;GNAI1;PTGER2;ADCYAP1R1;CLCA1;ADCYAP1;PDE3B;ADRB2,0.9919955906935141,0.9999999908549448,18/36,ADCYAP1;ITPR3;EDN1;CLCA4;PPP3CC;PDE3B;GNAI3;ADRB2;ADRB1;GNAQ;GNAI1;NPPA;PDE3A;EDN2;PTGER2;CALML6;GUCY1A2;AGT,36
Renin-angiotensin system,0.9858855160124715,0.9999978724542887,6/16,NLN;THOP1;ATP6AP2;MRGPRD;PREP;AGT,0.9604798453634117,0.9999999908549448,8/16,NLN;AGTR2;THOP1;KLK2;CMA1;PREP;AGT;ACE2,16
Retinol metabolism,0.8991898059860444,0.9999978724542887,20/38,CYP3A5;CYP2W1;CYP2A6;DHRS4;ADH7;RDH12;RETSAT;CYP1A1;CYP3A4;RDH11;UGT2A3;HSD17B6;UGT1A8;CYP26A1;ADH1C;RDH16;CYP3A7;RDH5;DGAT1;ALDH1A1,0.9931505534506146,0.9999999908549448,19/38,CYP3A5;RPE65;CYP2W1;CYP2A6;DHRS4;RDH12;ADH4;RETSAT;DHRS3;CYP1A1;RDH11;UGT2A1;HSD17B6;AOX1;CYP26A1;RDH16;RDH5;DGAT1;ALDH1A1,38
Retrograde endocannabinoid signaling,0.6298834377584037,0.9999978724542887,44/73,GABRR1;GABRP;NDUFAB1;ITPR3;ABHD6;CACNA1F;NDUFA4L2;KCNJ6;DAGLA;DAGLB;SLC17A7;KCNJ3;NDUFA8;NDUFC1;NDUFS3;NDUFA13;RIMS1;ADCY4;GNG5;NDUFB3;GABRA3;GNG8;GNAI3;NDUFA7;GNAI1;GRIA1;GNG12;NDUFS6;NDUFB10;NDUFA3;NDUFS8;PRKCG;NDUFB5;NDUFB8;GABRG3;MAPK11;FAAH;NDUFB11;MGLL;NDUFB1;GABRA5;NDUFA11;GABRA6;GNG3,0.1606411835681662,0.6549011843093608,54/73,GABRR1;GABRP;NDUFAB1;ITPR3;NDUFV2;ABHD6;NDUFA4L2;KCNJ6;GNAQ;DAGLA;NDUFA12;GABRR2;DAGLB;SLC17A7;KCNJ3;NDUFA8;NDUFB4;NDUFS5;NDUFC1;NDUFS3;NDUFS4;NDUFA13;RIMS1;ADCY4;CACNA1B;NDUFB3;GABRA3;GNG8;GNAI3;NDUFA7;GNAI1;GRIA1;GNG12;NDUFS6;NDUFB10;NDUFB2;NDUFA3;NDUFS8;PRKCG;NDUFB5;NDUFB8;GABRG3;GABRD;MAPK11;FAAH;KCNJ9;MGLL;GNGT2;NDUFB11;NDUFB1;GABRA5;NDUFA11;GNG13;GNG3,73
Rheumatoid arthritis,0.5219958953134678,0.9999978724542887,28/45,TNFSF13B;FOS;ATP6V0E2;CCL2;CCL5;ATP6V1E1;HLA-DRB3;TEK;MMP1;IL18;ICAM1;ATP6V1B1;HLA-DRB1;ATP6V1D;ATP6V1G2;ATP6V1B2;ATP6V0A2;ATP6V0D1;HLA-DOB;HLA-DRB4;TLR2;CCL20;HLA-DMB;CTSK;ATP6V1G3;TCIRG1;IL17A;PTH,0.8357571418287526,0.9999999908549448,28/45,TNFSF13B;FOS;ATP6V0E2;CCL2;CCL5;ATP6V1E1;ATP6V1G1;HLA-DRB3;TEK;MMP1;IL18;ICAM1;ATP6V1B1;HLA-DRB1;ATP6V1D;ATP6V1G2;ATP6V1B2;ATP6V0A2;ATP6V0D1;HLA-DOB;TLR2;IL1B;IL23A;HLA-DMB;CTSK;ATP6V1G3;ATP6V1F;TGFB1,45
Pyruvate metabolism,0.7379704130998214,0.9999978724542887,12/21,LDHD;ADH7;PDHA1;ALDH9A1;ADH1C;MDH2;GLO1;FH;ALDH7A1;LDHAL6A;ACOT12;PC,0.647039879203638,0.9999999908549448,14/21,LDHD;PDHA1;PDHB;MDH1;MDH2;DLD;LDHC;ADH4;GLO1;LDHAL6A;ACYP1;FH;PDHA2;PC,21
RIG-I-like receptor signaling pathway,0.9915826746698143,0.9999978724542887,14/33,IKBKE;RNF125;MAPK11;IL12A;IFNA8;DHX58;RIPK1;PIN1;IRF3;IFIH1;TRAF2;IFNA10;TANK;NFKBIA,0.6391700975559418,0.9999999908549448,22/33,RNF125;IFNW1;DHX58;NFKBIB;IFNA14;IFNA2;IFIH1;PIN1;DDX58;IFNA21;IFNA6;IKBKE;IL12A;IFNA8;IRF3;TRAF2;TANK;RIPK1;MAPK11;IKBKG;IL12B;NFKBIA,33
RNA degradation,0.09904513010029876,0.9999978724542887,27/37,PFKM;BTG4;EDC4;XRN2;CNOT1;DHX36;EXOSC5;PABPC5;EXOSC4;PNLDC1;PABPC3;EXOSC9;EXOSC1;EXOSC2;CNOT10;LSM1;LSM6;MPHOSPH6;PAN3;CNOT8;CNOT3;BTG2;LSM7;DCP1B;WDR61;LSM2;PNPT1,0.024089722419120465,0.24937977688957932,31/37,PFKM;BTG3;EDC4;BTG1;CNOT1;XRN2;DHX36;EXOSC5;PABPC5;EXOSC4;PNLDC1;DCP1A;PABPC3;EXOSC9;PFKP;EXOSC1;EXOSC2;CNOT10;LSM1;LSM6;MPHOSPH6;PAN3;CNOT3;DIS3L;LSM7;DCPS;BTG2;DCP1B;WDR61;LSM2;PNPT1,37
Rap1 signaling pathway,0.9578669415873982,0.9999978724542887,37/71,RAF1;AKT3;FGF22;F2RL3;RASGRP3;PFN3;MAP2K6;NGFR;CTNND1;CALML6;CALML4;ITGAM;FGF10;ADORA2B;TEK;INS;ADCY4;LCP2;FARP2;FGFR2;GNAI3;EPHA2;GNAI1;FGF6;FPR1;PRKCG;MAP2K2;CSF1R;PARD3;MAPK11;BRAF;SIPA1;FGF3;SIPA1L2;RASSF5;MAP2K1;FGF17,0.9251198413553858,0.9999999908549448,43/71,RAF1;AKT3;FGF22;F2RL3;RASGRP3;GNAQ;FGF21;PFN3;MAP2K6;NGFR;CTNND1;CALML6;ITGAM;KRIT1;PIK3CA;FGF10;TEK;INS;FGF8;ADCY4;PFN4;LCP2;NRAS;EGF;FARP2;FGFR2;GNAI3;EPHA2;GNAI1;FGF23;FGF4;PRKCG;MAP2K2;CSF1R;PIK3CB;MAPK11;BRAF;SIPA1;FGF3;SIPA1L2;RASSF5;MAP2K1;FGF17,71
Ras signaling pathway,0.9473208720112876,0.9999978724542887,46/86,RAF1;AKT3;PLD2;REL;FGF22;SHC3;RGL2;PLA2G12A;RASGRP3;PLA2G1B;PLA2G2A;NGFR;EXOC2;RAB5B;CALML4;CALML6;FGF10;RASAL1;TEK;PLA2G4A;INS;PLCG2;PLA2G10;BAD;GNG5;GNG8;PAK6;RRAS2;NTF4;FGFR2;SHOC2;EPHA2;FGF6;SYNGAP1;GNG12;HTR7;PRKCG;MAP2K2;CSF1R;RIN1;FGF3;RASA1;RASSF5;MAP2K1;FGF17;GNG3,0.9428559954229084,0.9999999908549448,52/86,RAF1;AKT3;PLD2;FGF22;PLA2G6;SHC3;RGL2;RASGRP3;PLA2G2A;FGF21;NGFR;EXOC2;RAB5B;CALML6;PIK3CA;PLA2G4F;FGF10;RASAL1;TEK;PLA2G4A;INS;FGF8;PLCG2;PLA2G10;NRAS;BAD;EGF;GNG8;PAK6;BRAP;RRAS2;FGFR2;SHOC2;EPHA2;FGF23;GNG12;HTR7;FGF4;PRKCG;MAP2K2;CSF1R;PIK3CB;RIN1;GNGT2;FGF3;IKBKG;RASA1;RASSF5;MAP2K1;GNG13;FGF17;GNG3,86
Regulation of actin cytoskeleton,0.2748535151058575,0.9999978724542887,51/78,SCIN;MYL2;RAF1;FGF22;RDX;PFN3;IQGAP1;DIAPH2;ARPC1B;BDKRB2;ITGAM;ITGB5;ITGAE;NCKAP1;ARAF;PIP5K1B;FGF10;MYLPF;IQGAP3;INS;ARPC3;MYL7;ARPC5L;PAK6;INSRR;SLC9A1;RRAS2;FGFR2;ITGA8;FGF6;PPP1R12C;ARPC5;GNG12;ITGA7;MYLK2;ITGB6;IQGAP2;MAP2K2;LIMK1;ITGA4;ITGA11;ARPC2;ITGA6;BRAF;ITGB7;FGF3;NCKAP1L;FGF17;MAP2K1;DOCK1;TMSB4Y,0.1949103339513843,0.7155612260133012,57/78,MYL2;RAF1;FGF22;CHRM4;FGF21;PFN3;IQGAP1;DIAPH2;BDKRB2;ITGAM;PIK3CA;ITGB5;NCKAP1;ARAF;PIP5K1B;FGF10;WASL;ARPC1A;IQGAP3;INS;FGF8;ARPC3;MYL7;PFN4;NRAS;EGF;ARPC5L;PAK6;INSRR;SLC9A1;RRAS2;FGFR2;ITGA8;CHRM1;ITGA10;FGF23;PPP1R12C;ITGA7;GNG12;MYLK2;FGF4;ITGB6;IQGAP2;MAP2K2;LIMK1;ITGA4;ITGA11;PIK3CB;ITGA6;BRAF;ITGB7;FGF3;NCKAP1L;FGF17;MAP2K1;DOCK1;TMSB4Y,78
