set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
Starch and sucrose metabolism,0.577453042827575,13/21,PYGM;ENPP1;UGP2;GBE1;GYS1;AGL;GPI;SI;PGM2;AMY1C;ENPP3;GCK;PGM1,0.6743385763297988,16/21,PYGM;GBA3;ENPP1;UGP2;GYS1;G6PC3;GANC;G6PC2;GPI;SI;PGM2;AMY1C;ENPP3;GCK;MGAM;PGM1,21
Ether lipid metabolism,0.577453042827575,13/21,PAFAH1B3;UGT8;PLA2G2A;GAL3ST1;PLA2G12A;PLA2G1B;PAFAH2;PLA2G4A;PLA2G7;GDPD3;GDPD1;PLD2;PLA2G10,0.9904856046737806,12/21,PAFAH1B3;UGT8;PLA2G2A;PLA2G5;GAL3ST1;PLA2G12A;PLA2G4A;CEPT1;PLA2G7;PLA2G12B;PLD2;PLA2G10,21
Chemical carcinogenesis,0.5787186491785465,61/100,IKBKE;SULT1A1;UGT1A8;CHRNA3;UGT2A3;CYP3A7;GNAI3;RPS6KA2;RAF1;JAK2;FGF10;RXRB;CYP1A1;RPS6KB2;BAD;GNAI1;ADRB2;CDC6;ADRB3;CBR1;GSTK1;CACNA1F;CREB3;KLF4;SULT1A4;FGF3;GSTA2;MAP2K2;CHRNA4;CREB3L4;JAG1;FGF6;GSTA3;E2F1;KPNA5;CYP3A4;CHRNA9;CYP2A6;PRKCG;GSTA4;CHRNB4;GSTA5;FGF22;FOS;EIF4EBP1;RPS6KA6;GSTO2;EPHX1;AHR;GSTM2;CYP1B1;FGF17;CYP3A5;MAP2K1;ADRB1;AKT3;CREB3L1;ADCY4;NOTCH2;EPHX2;KPNA2,0.32675190019586586,80/100,UGT2B7;UGT2B15;CHRNB2;ADRB2;CYP3A43;JAG1;E2F1;KPNA5;CHRNA9;CYP2A6;MGST2;FGF22;FGF20;CYP3A5;EPHX2;KPNA2;RXRG;FGF16;FGF8;UGT1A8;CHRNA3;JAK2;GSTP1;CYP2A13;MGST3;FGF3;PGR;HSD11B1;CACNA1B;GSTA4;FOS;PRKACG;FGF17;CYP1B1;PIK3CA;ADRB1;EGF;GSTM1;CYP3A7;FGF10;CYP1A1;RPS6KB2;CACNA1A;CBR1;CACNA1F;CREB3;KLF4;SULT1A4;GSTA2;CREB3L4;CYP2C18;HSD11B1L;CYP2C8;CYP2A7;KPNA3;EPHX1;NAT2;AKT3;IKBKE;SULT1A1;UGT2A3;RPS6KA2;RAF1;SOS1;RXRB;GNAI1;CDC6;MAP2K2;GSTA3;GNAI2;CHRNB4;EIF4EBP1;RPS6KA6;GSTO2;UGT2B11;AHR;CYP2C9;MAP2K1;ADCY4;NOTCH2,100
Chronic myeloid leukemia,0.5809487398747049,16/26,HDAC1;BAD;BRAF;E2F1;GADD45A;CTBP2;NFKBIA;E2F3;MAP2K1;SHC3;ARAF;DDB2;MAP2K2;RAF1;AKT3;GADD45G,0.7885723343339204,19/26,RAF1;SOS1;E2F3;SHC3;ARAF;MAP2K2;IKBKG;BRAF;E2F1;DDB2;BAK1;SMAD4;GADD45G;HDAC1;GADD45A;PIK3CA;MAP2K1;AKT3;CTBP2,26
Glycosphingolipid biosynthesis,0.5845103291443143,19/31,FUT3;B3GNT5;B3GALNT1;B3GNT2;ST6GALNAC6;ST6GALNAC3;B4GALT1;ST6GALNAC5;B4GALT3;FUT9;GBGT1;GCNT2;B3GALT1;B4GALT4;ST6GALNAC4;FUT5;ST8SIA1;SLC33A1;GLA,0.7542040733759856,23/31,B3GNT5;B3GALNT1;HEXA;NAGA;B3GNT2;ST6GALNAC3;GLA;FUT1;B4GALT3;B3GNT3;FUT9;ST3GAL4;GBGT1;GCNT2;B3GALT1;A4GALT;B4GALT4;ST6GALNAC4;ST3GAL6;FUT5;ST8SIA1;SLC33A1;ST6GALNAC6,31
Glycerolipid metabolism,0.5845103291443143,19/31,AGPAT1;ALDH9A1;LPL;DGKB;ALDH7A1;LPIN1;PNPLA3;DGKI;MGLL;DGAT1;MOGAT1;DGKH;MOGAT2;LPIN3;GK;MBOAT1;DGKQ;LIPF;GLA,0.7542040733759856,23/31,MOGAT3;LIPC;AGPAT1;ALDH9A1;DGKE;PNLIPRP1;AKR1B1;DGKB;LPL;ALDH7A1;LPIN1;DGKI;MGLL;AGPAT2;MOGAT1;DGKH;MOGAT2;GK;GK2;MBOAT1;DGKQ;LIPF;GLA,31
Longevity regulating pathway,0.5880428676700606,22/36,EIF4E2;PRKAA1;RB1CC1;CLPB;IRS1;PRKAG1;TSC1;RPS6KB2;INS;HSPA6;CREB3;CRYAB;CREB3L4;HSPA1L;CAMK4;EIF4EBP1;HDAC1;SESN3;AKT3;CREB3L1;ADCY4;PRKAB1,0.8348952200592987,26/36,EIF4E2;RB1CC1;CLPB;IRS1;KL;TSC1;RPS6KB2;INS;HSPA6;CREB3;CRYAB;CREB3L4;IRS4;SESN2;SOD2;CAMK4;SIRT1;EIF4EBP1;PRKAG3;HDAC1;PRKACG;SESN3;PIK3CA;AKT3;ADCY4;PRKAB1,36
Pancreatic cancer,0.6117027160012962,14/23,RPS6KB2;BAD;BRCA2;BRAF;E2F1;GADD45A;E2F3;MAP2K1;ARAF;DDB2;AKT3;RAF1;GADD45G;PLD2,0.3872610231294317,19/23,RAF1;RPS6KB2;BRCA2;E2F3;ARAF;PLD2;IKBKG;BRAF;E2F1;RAC3;DDB2;BAK1;SMAD4;GADD45G;GADD45A;PIK3CA;MAP2K1;AKT3;EGF,23
Melanoma,0.6121702803325573,17/28,BAD;FGF6;BRAF;E2F1;GADD45A;FGF17;E2F3;MAP2K1;ARAF;DDB2;MAP2K2;RAF1;FGF3;FGF10;GADD45G;AKT3;FGF22,0.7192858524971593,21/28,FGF16;FGF8;RAF1;FGF10;E2F3;ARAF;MAP2K2;FGF3;BRAF;E2F1;DDB2;BAK1;GADD45G;FGF22;FGF20;GADD45A;PIK3CA;FGF17;MAP2K1;AKT3;EGF,28
Amphetamine addiction,0.6121702803325573,17/28,HDAC1;CAMK2D;SLC18A2;PPP3CC;CAMK4;CALML6;CALML4;CREB3;PRKCG;SLC18A1;GRIA1;ARC;GRIN3A;CREB3L1;CREB3L4;SLC6A3;FOS,0.3759947398558835,23/28,DRD1;MAOA;CALML3;CAMK2D;CALML6;CREB3;SLC18A1;ARC;CREB3L4;SLC18A2;CAMK4;GRIN2D;SIRT1;FOS;HDAC1;PRKACG;PPP3CC;PPP1R1B;CALML4;GRIN3B;GRIN3A;GRIN2B;SLC6A3,28
Th1 and Th2 cell differentiation,0.6149847267189181,23/38,IL12A;IFNGR1;HLA-DRB3;JAK2;HLA-DOB;JAG2;MAPK11;CD3G;IFNGR2;JAG1;NOTCH3;IL2RB;NOTCH1;HLA-DRB4;STAT6;FOS;PPP3CC;NFKBIA;HLA-DRB1;HLA-DMB;IL2RG;NOTCH2;NFKBIE,0.9345495125784578,26/38,IL12A;IL12RB2;IFNGR1;HLA-DRB3;JAK2;IL13;JAG2;MAPK11;IFNGR2;CD4;JAG1;IKBKG;NOTCH3;IL2RB;NOTCH1;HLA-DRB4;FOS;MAML2;PPP3CC;MAF;HLA-DRB1;PRKCQ;HLA-DMB;NOTCH2;NFKBIE;RBPJL,38
Phosphatidylinositol signaling system,0.6149847267189181,23/38,PI4K2B;MTMR7;DGKB;PLCD4;CALML6;PIK3C2A;SACM1L;DGKI;PLCG2;MTMR3;DGKH;INPPL1;ITPR3;IMPA2;PRKCG;PIK3C3;DGKQ;IPMK;PIP5K1B;CALML4;ITPKB;PIK3C2B;INPP4A,0.35645203070138254,31/38,CDIPT;PLCZ1;PI4K2B;MTMR8;DGKE;CALML3;MTMR7;DGKB;PLCD4;CALML6;PIK3C2A;SACM1L;DGKI;IPPK;PLCG2;PIK3C2G;MTMR3;DGKH;INPPL1;ITPKA;PIK3C3;CDS1;DGKQ;ITPR2;IPMK;PIP5K1B;PIK3CA;CALML4;INPP4A;PLCD3;PLCB3,38
Insulin signaling pathway,0.6210193162497097,32/53,EIF4E2;PRKAA1;GYS1;IRS1;LIPE;PRKAG1;RAF1;PDE3B;FBP2;TSC1;RPS6KB2;PYGM;BAD;INS;CALML6;FASN;SHC3;ARAF;MAP2K2;BRAF;INPPL1;FBP1;EIF4EBP1;PPP1R3C;PHKG1;GCK;CALML4;PHKA2;MAP2K1;AKT3;PRKAB1;PRKAR2B,0.9636561865378861,36/53,EIF4E2;GYS1;IRS1;CALML3;RAF1;SOS1;PDE3B;FBP2;TSC1;RPS6KB2;PYGM;INS;CALML6;FASN;G6PC2;SHC3;ARAF;MAP2K2;IRS4;BRAF;INPPL1;PPP1R3A;FBP1;G6PC3;EIF4EBP1;PRKAG3;SH2B2;PRKACG;PPP1R3C;PHKG1;GCK;PIK3CA;CALML4;MAP2K1;AKT3;PRKAB1,53
Osteoclast differentiation,0.6210193162497097,32/53,MAP3K14;NCF4;FHL2;IFNGR1;STAT2;LCP2;BLNK;SIRPG;PLCG2;IRF9;MAPK11;IFNGR2;TRAF2;CAMK4;FCGR2A;BTK;CSF1R;MAP2K6;LILRB1;FOS;CYBA;SQSTM1;TYROBP;PPP3CC;SYK;CTSK;RELB;NFKBIA;MAP2K1;AKT3;TNFRSF1A;LILRA5,0.93193514810895,37/53,NCF4;FHL2;IFNGR1;STAT2;LCP2;JUND;SIRPG;FCGR2B;PLCG2;IRF9;MAPK11;IFNGR2;TRAF2;OSCAR;IKBKG;CAMK4;CSF1R;IL1A;NOX1;MAP2K6;IL1B;LILRB1;FOS;CYBA;SQSTM1;TYROBP;PPP3CC;SYK;PIK3CA;CTSK;RELB;IFNB1;MAP2K1;AKT3;LILRB2;TNFRSF1A;LILRA5,53
Proteoglycans in cancer,0.6276516915460151,41/68,MMP9;TIMP3;NANOG;HCLS1;RAF1;RPS6KB2;ITGB5;FZD3;CAMK2D;HSPB2;SDC2;TFAP4;FLNB;PLCG2;ARAF;RDX;MAPK11;MAP2K2;HPSE;FZD9;BRAF;PPP1R12C;TWIST2;ITPR3;RRAS2;FLNC;HOXD10;SMO;TLR2;PRKCG;FZD10;FZD8;WNT5B;GPC1;IQGAP1;SLC9A1;MAP2K1;AKT3;FZD2;WNT5A;PLAU,0.828869668242473,50/68,MMP9;WNT7A;TIMP3;NANOG;HCLS1;RAF1;SOS1;WNT3A;RPS6KB2;ITGB5;CAMK2D;HSPB2;SDC2;COL1A1;TFAP4;WNT8B;FLNB;PLCG2;ARAF;MAPK11;MAP2K2;WNT16;FZD9;WNT2B;BRAF;ITGA5;PPP1R12C;TWIST2;RRAS2;FLNC;LUM;FRS2;TLR2;HOXD10;FZD10;SMO;FZD8;ITPR2;WNT5B;PRKACG;WNT9B;PIK3CA;GPC1;IQGAP1;SLC9A1;MAP2K1;AKT3;DCN;WNT5A;PLAU,68
Retrograde endocannabinoid signaling,0.6298834377584037,44/73,GABRR1;DAGLA;GNG3;NDUFS3;GABRP;GABRA3;GNAI3;DAGLB;NDUFA13;GABRA6;NDUFA11;KCNJ3;RIMS1;NDUFB5;NDUFC1;GNAI1;CACNA1F;GNG8;MGLL;NDUFAB1;MAPK11;ABHD6;GNG12;GNG5;NDUFA8;ITPR3;SLC17A7;NDUFB11;PRKCG;GRIA1;GABRA5;NDUFA4L2;NDUFA3;NDUFS8;NDUFA7;NDUFS6;NDUFB10;KCNJ6;NDUFB8;NDUFB1;NDUFB3;FAAH;ADCY4;GABRG3,0.9221641297648951,52/73,GABRR1;NDUFB2;GNB2;GABRR2;DAGLA;GABRB2;GNG3;NDUFS3;GABRP;GABRA3;SLC32A1;NDUFA13;GABRA6;NDUFA11;KCNJ3;RIMS1;NDUFB5;GNAI1;CACNA1A;CACNA1F;GNG8;MGLL;NDUFAB1;MAPK11;KCNJ9;ABHD6;GNG12;GNG5;NDUFA8;SLC17A7;ADCY4;NDUFB11;CACNA1B;GABRA5;NDUFA4L2;GNAI2;NDUFA7;SLC17A6;NDUFS6;ITPR2;NDUFA12;NDUFB4;PRKACG;KCNJ6;NDUFB10;NDUFB1;NDUFB3;NDUFS2;FAAH;GNB3;GABRG3;PLCB3,73
Phospholipase D signaling pathway,0.6406459385035759,27/45,GRM6;AGPAT1;PIK3CG;DNM3;RAF1;TSC1;DGKB;INS;AGT;PLA2G4A;DGKI;FCER1A;PLCG2;SHC3;AVP;MAP2K2;PLD2;DGKH;RRAS2;DGKQ;GRM4;SPHK2;PIP5K1B;SYK;MAP2K1;AKT3;ADCY4,0.0940360971205169,39/45,GRM6;LPAR2;AGPAT1;PIK3CG;F2R;DNM3;DGKE;RAF1;SOS1;TSC1;DGKB;INS;AVPR1B;PLA2G4A;DGKI;FCER1A;PLCG2;SHC3;AVP;MAP2K2;AGPAT2;GRM3;PLD2;CYTH3;DGKH;AVPR1A;RRAS2;DGKQ;GRM4;MS4A2;SPHK2;PIP5K1B;SYK;PIK3CA;MAP2K1;AKT3;ADCY4;EGF;PLCB3,45
"Growth hormone synthesis, secretion and action",0.6406459385035759,27/45,IRS1;GHRH;GNAI3;IGFALS;RAF1;JAK2;GNAI1;CACNA1F;CREB3;PLCG2;GHRL;SHC3;MAPK11;MAP2K2;CREB3L4;ITPR3;PRKCG;MAP2K6;FOS;GHSR;MAP2K4;MAP2K1;AKT3;GHRHR;CREB3L1;ADCY4;CSH2,0.8863502968127667,32/45,IRS1;IGFALS;RAF1;JAK2;SOS1;GNAI1;CACNA1F;CREB3;PLCG2;GHRL;SHC3;SSTR3;MAPK11;MAP2K2;CREB3L4;IRS4;SST;GNAI2;MAP2K6;FOS;ITPR2;PRKACG;SSTR5;PIK3CA;GHSR;MAP2K4;MAP2K1;AKT3;GHRHR;ADCY4;CSH2;PLCB3,45
Yersinia infection,0.6415298852945962,30/50,ARPC5;ARPC2;NLRC4;CCL2;RPS6KA2;LCP2;IRF3;NLRP3;CD8A;ITGA4;LIMK1;MAPK11;MAP2K2;IL18;TRAF2;FCGR2A;ARPC1B;PYCARD;MAP2K6;FOS;RPS6KA6;PIP5K1B;NFKBIA;ARPC3;MAP2K4;DOCK1;AKT3;MAP2K1;WAS;ARPC5L,0.9798819622897535,33/50,ARPC2;CCL2;RPS6KA2;LCP2;IRF3;NLRP3;CD8A;LIMK1;MAPK11;MAP2K2;CD4;IL18;TRAF2;IKBKG;ITGA5;RAC3;ARPC1B;MAP2K6;IL1B;FOS;RPS6KA6;WASL;PIP5K1B;PIK3CA;IFNB1;MAP2K4;DOCK1;ARPC3;AKT3;MAP2K1;ARPC5L;WAS;RHOG,50
Acute myeloid leukemia,0.642524001869578,15/25,RPS6KB2;BAD;RUNX1T1;BRAF;CSF1R;TCF7L1;MAP2K1;ARAF;AKT3;MAP2K2;RAF1;ITGAM;PML;EIF4EBP1;CCNA2,0.4971553850221636,20/25,RUNX1T1;RAF1;SOS1;RPS6KB2;ARAF;MAP2K2;IKBKG;BRAF;CSF1R;PML;EIF4EBP1;IL3;PIK3CA;TCF7L1;MAP2K1;AKT3;ITGAM;MPO;CEBPE;CCNA2,25
Long-term potentiation,0.642524001869578,15/25,CAMK2D;PPP3CC;BRAF;CAMK4;CALML6;ITPR3;CALML4;RPS6KA2;PRKCG;ARAF;GRIA1;MAP2K2;RAF1;MAP2K1;RPS6KA6,0.820446965385635,18/25,CAMK2D;PRKACG;PPP3CC;BRAF;CAMK4;CALML6;ITPR2;CALML4;RPS6KA2;MAP2K1;ARAF;GRIN2B;MAP2K2;RAF1;CALML3;GRIN2D;RPS6KA6;PLCB3,25
Primary immunodeficiency,0.6462462015156802,12/20,ICOS;IL7R;BTK;AICDA;TNFRSF13B;TAP1;TAP2;CD40LG;RAG2;IL2RG;BLNK;CD8A,0.8592353092167045,14/20,IL7R;IKBKG;ADA;TNFRSF13C;AICDA;TNFRSF13B;TAP1;TAP2;CD79A;CD40LG;RAG2;RFXAP;CD4;CD8A,20
Asthma,0.6535030616595017,9/15,FCER1A;HLA-DRB1;IL9;HLA-DRB3;CD40LG;HLA-DRB4;HLA-DMB;PRG2;HLA-DOB,0.7677339708401556,11/15,IL3;MS4A2;FCER1A;HLA-DRB1;IL9;HLA-DRB3;CD40LG;HLA-DRB4;HLA-DMB;CCL11;IL13,15
GnRH signaling pathway,0.6668481002623354,19/32,GNRH1;RAF1;FSHB;CAMK2D;CALML6;CACNA1F;PLA2G4A;MAPK11;MAP2K2;PLD2;GNRH2;ITPR3;MAP2K6;EGR1;MMP14;CALML4;MAP2K4;MAP2K1;ADCY4,0.9163532891879209,22/32,GNRH1;CALML3;RAF1;FSHB;SOS1;CAMK2D;CALML6;CACNA1F;PLA2G4A;MAPK11;MAP2K2;PLD2;GNRH2;MAP2K6;ITPR2;PRKACG;MMP14;CALML4;MAP2K4;MAP2K1;ADCY4;PLCB3,32
cAMP signaling pathway,0.6710672516005913,58/97,ATP2A1;EDN2;ATP1A3;GABBR2;LIPE;GNAI3;RAF1;HTR1A;FSHB;TNNI3;PDE3B;AMH;FXYD1;CAMK2D;BAD;NPPA;GNAI1;ADRB2;CALML6;ATP1B2;CACNA1F;MC2R;CREB3;GHRL;GLI1;MAP2K2;HTR1B;EDN1;GIP;CREB3L4;PLD2;ATP1A2;CNGB3;HTR6;BRAF;CAMK4;GPR119;RRAS2;GRIA1;PTGER2;FOS;ADCYAP1;ADCYAP1R1;GLI3;RYR2;CALML4;GHSR;NFKBIA;SLC9A1;GRIN3A;ATP1A1;ADRB1;AKT3;ATP1B3;MAP2K1;CREB3L1;ADCY4;ACOX3,0.579864315035409,75/97,ATP1B4;EDN2;ATP1A3;EDN3;GABBR2;CHRM1;F2R;HTR1D;DRD1;CALML3;RAF1;HTR1A;FSHB;TNNI3;PDE3B;HTR1F;NPR1;AMH;FXYD1;CAMK2D;NPPA;FFAR2;GNAI1;ADRB2;CALML6;HHIP;ATP1B2;CACNA1F;MC2R;CREB3;CFTR;GHRL;GLI1;MAP2K2;HTR1B;EDN1;CREB3L4;POMC;PLD2;ATP1A2;CNGB3;SST;PDE4B;HTR6;BRAF;CAMK4;GPR119;RRAS2;RAC3;ADCY4;GNAI2;GRIN2D;FOS;ADCYAP1;ADCYAP1R1;PRKACG;SSTR5;PPP1R1B;HCN4;GLI3;RYR2;PIK3CA;CALML4;GHSR;GRIN3B;GRIN3A;GRIN2B;ADRB1;AKT3;ATP1B3;GCG;ATP1A1;SLC9A1;MAP2K1;TSHB,97
Prolactin signaling pathway,0.6760680276231581,13/22,INS;CYP17A1;IRF1;MAP2K1;SHC3;AKT3;MAPK11;MAP2K2;RAF1;JAK2;CSN2;GCK;FOS,0.9012375128072738,15/22,INS;CYP17A1;GCK;PIK3CA;PRLR;MAP2K1;SHC3;AKT3;MAPK11;MAP2K2;RAF1;JAK2;CSN2;SOS1;FOS,22
Spinocerebellar ataxia,0.6824807833495964,35/59,RB1CC1;ATP2A1;SPTBN2;PSMB4;KCNC3;PIK3R4;PPIF;PSMA2;PSMC5;TRAF2;MYOD1;PSMD4;MAP3K5;ITPR3;PSMA4;PRKCG;GRIA1;ATXN2;PIK3C3;PSMD14;PSMD6;ULK2;PSMD2;PSMD8;PSMD7;SLC25A31;GRIN3A;CIC;PSMB3;SLC1A6;AKT3;PSMD11;PSMA5;PSMC3;GTF2B,0.6623529875721114,45/59,RB1CC1;SPTBN2;RELN;TBP;PSMA8;PSMB4;KCNC3;PSMC2;CACNA1A;PIK3R4;PLCB3;PPIF;PSMA2;PSMC5;NRBF2;TRAF2;MYOD1;PSMD4;MAP3K5;WIPI1;ATXN2;PIK3C3;GRIN2D;ITPR2;PSMD6;ULK2;PSMD2;ATXN10;PSMD8;FGF14;PSMD7;PIK3CA;SLC25A31;GRIN3B;GRIN3A;GRIN2B;PSMB3;SLC1A6;AKT3;CIC;PSMD11;ERN1;PSMC3;GTF2B;RBPJL,59
Axon guidance,0.68325343906175,47/79,RYK;NTN4;PARD3;EPHA1;TRPC6;EPHB3;ABLIM2;GNAI3;LRRC4;FES;RAF1;UNC5D;EFNB1;SLIT3;FZD3;CAMK2D;GNAI1;LIMK1;RHOD;PLCG2;SRGAP1;RASA1;NCK1;PAK6;TRPC5;SMO;NTNG2;UNC5A;SEMA4A;SLIT2;EPHB6;SEMA4D;BMPR1B;EPHA2;PLXNA3;SEMA6B;WNT5B;EPHB4;PPP3CC;SEMA3G;SLIT1;LRRC4C;SEMA4G;WNT5A;SEMA3C;NFATC4;SEMA6C,0.8996862692602329,57/79,RYK;PARD3;TRPC6;EPHB3;NTN1;ABLIM2;LRRC4;MYL5;FES;RAF1;EPHB1;SEMA5A;CDK5;UNC5D;EFNA2;EFNB1;SLIT3;CAMK2D;GNAI1;LIMK1;PLXNB3;PLCG2;SRGAP1;RND1;RASA1;DPYSL5;LRIG2;EPHA3;NCK1;PAK6;SEMA7A;NTNG1;RAC3;SMO;NTNG2;UNC5A;SEMA4A;SLIT2;EPHB6;GNAI2;BMPR1B;EPHA2;SEMA6B;PLXNA3;WNT5B;EPHB4;PPP3CC;SEMA3G;PIK3CA;EPHA7;NGEF;LRRC4C;SEMA5B;WNT5A;EFNA3;SEMA3C;NFATC4,79
Salivary secretion,0.6838646068491812,29/49,ADRA1D;ATP1A3;CST1;CAMP;HTN1;PRB1;BST1;ADRB2;CALML6;ADRB3;ATP1B2;ATP1A2;LPO;PRB2;ITPR3;ADRA1A;PRKCG;LYZ;AMY1C;SLC4A2;RYR3;TRPV6;CALML4;SLC9A1;ATP1A1;ADRB1;ATP1B3;ADCY4;MUC7,0.7052595905278987,37/49,ATP1B4;ADRA1D;ATP1A3;CST1;CALML3;HTN1;CD38;CST2;PRB1;BST1;ADRB2;CALML6;CST3;ATP1B2;PRKG2;CST5;ATP1A2;PRB2;DMBT1;ADRA1A;LYZ;AMY1C;SLC4A2;RYR3;ITPR2;TRPV6;PRKACG;STATH;HTN3;CALML4;SLC9A1;ATP1A1;ADRB1;ATP1B3;ADCY4;KCNN4;PLCB3,49
Various types of N-glycan biosynthesis,0.6855334823201606,10/17,MGAT2;RPN2;B4GALT1;MGAT4A;CHST9;ALG12;MGAT4C;ALG2;TUSC3;B4GALT3,0.8380923914202545,12/17,B4GALNT4;MGAT2;DDOST;RPN2;MGAT4A;CHST9;ALG14;HEXA;ALG12;MGAT4C;ALG2;B4GALT3,17
Aldosterone-regulated sodium reabsorption,0.6855334823201606,10/17,INS;HSD11B2;ATP1A3;ATP1B2;IRS1;SGK1;PRKCG;ATP1A1;ATP1B3;ATP1A2,0.6711844543957968,13/17,SFN;ATP1B4;INS;HSD11B2;ATP1A3;ATP1B2;PIK3CA;IRS1;SGK1;ATP1A1;ATP1B3;FXYD4;ATP1A2,17
PD-L1 expression and PD-1 checkpoint pathway in cancer,0.6908196993173639,20/34,ALK;IFNGR1;RAF1;JAK2;RPS6KB2;BATF2;MAPK11;MAP2K2;CD3G;IFNGR2;TLR2;MAP2K6;FOS;TLR9;TICAM2;PPP3CC;NFKBIA;MAP2K1;AKT3;NFKBIE,0.9727634504566594,22/34,BATF;ALK;NFKBIE;IFNGR1;RAF1;JAK2;RPS6KB2;MAPK11;MAP2K2;IFNGR2;CD4;CD28;IKBKG;TLR2;MAP2K6;FOS;PPP3CC;PIK3CA;MAP2K1;AKT3;PRKCQ;EGF,34
N-Glycan biosynthesis,0.7026557262596564,14/24,MGAT2;RPN2;B4GALT1;DOLK;MGAT4A;ALG12;MGAT4C;DPAGT1;DPM1;ALG2;TUSC3;B4GALT3;MGAT5;ST6GAL2,0.9310339854582432,16/24,MGAT2;DDOST;MGAT3;RPN2;DOLK;MGAT4A;ALG14;ALG12;MGAT4C;DPAGT1;DPM2;ALG2;ALG5;B4GALT3;MGAT5;ST6GAL2,24
Leukocyte transendothelial migration,0.7087014889866821,24/41,MMP9;NCF4;MYL2;GNAI3;SIPA1;CLDN10;THY1;GNAI1;ITGA4;RHOH;PLCG2;MAPK11;RASSF5;MYL7;ICAM1;CLDN2;PRKCG;CLDN23;CYBA;MYLPF;CLDN7;ITGAM;CTNND1;CLDN15,0.9419587103135425,28/41,MMP9;CLDN18;NCF4;CTNNA3;CLDN19;MYL2;MYL5;CDH5;THY1;GNAI1;RHOH;CLDN8;PLCG2;MAPK11;MYL7;ICAM1;CLDN2;CLDN23;GNAI2;CYBA;MYLPF;PIK3CA;CLDN4;CLDN17;ITGAM;CTNND1;JAM2;CLDN15,41
Porphyrin and chlorophyll metabolism,0.7134274129739884,11/19,CPOX;ALAD;UROD;UROS;CP;BLVRA;FXN;UGT2A3;UGT1A8;BLVRB;FECH,0.9560932783367478,12/19,GUSB;UROD;UROS;CP;UGT2B7;UGT2B15;FXN;UGT2A3;UGT1A8;BLVRB;FECH;UGT2B11,19
African trypanosomiasis,0.7134274129739884,11/19,THOP1;NPPA;APOA1;IL12A;HPR;PRKCG;SELE;HBA1;ICAM1;TLR9;IL18,0.9856829127636457,11/19,NPPA;APOA1;IL12A;PLCB3;IL1B;HPR;SELE;HBA1;ICAM1;F2RL1;IL18,19
Kaposi sarcoma-associated herpesvirus infection,0.715344049256035,46/78,IKBKE;GABARAP;PIK3CG;GNG3;IFNGR1;STAT2;RAF1;IRF3;JAK2;TLR3;ZFP36;CALML6;CCR4;GNG8;PLCG2;IRF9;MAPK11;UBA52;E2F3;MAP2K2;HCK;MICA;ICAM1;GNG12;TRAF2;GNG5;CLEC2B;E2F1;ITPR3;PIK3C3;MAP2K6;FOS;IFNA8;PPP3CC;SYK;PREX1;CALML4;CD200R1;NFKBIA;MAP2K4;TCF7L1;AKT3;MAP2K1;IFNA10;TNFRSF1A;NFATC4,0.5099115036949644,61/78,IFNA5;IKBKE;GNB2;GABARAP;PIK3CG;GNG3;IFNGR1;CXCL1;STAT2;CALML3;RAF1;JAK2;TNFRSF1A;IRF3;TLR3;CALML6;EIF2AK2;IFNA6;GNG8;PLCG2;IRF9;CCR4;ATG3;MAPK11;UBA52;E2F3;MAP2K2;MICA;HCK;ICAM1;GNG12;IFNA14;TRAF2;GNG5;IFNA13;IKBKG;E2F1;IFNA4;IFNA21;PIK3C3;MAP2K6;BAK1;FOS;ITPR2;IFNA2;IFNA8;PPP3CC;SYK;PREX1;PIK3CA;CALML4;CD200R1;IFNB1;MAP2K4;TCF7L1;AKT3;MAP2K1;GNB3;IFNA10;TRADD;NFATC4,78
Cushing syndrome,0.7168273552383804,40/68,GNAI3;HSD3B2;FZD3;CAMK2D;FH;GNAI1;CCNE1;AGT;CACNA1F;MC2R;CREB3;E2F3;MAP2K2;CRHR2;CREB3L4;ASH2L;CCNE2;FZD9;CYP17A1;E2F1;BRAF;ITPR3;CYP21A2;USP8;FZD10;WDR5B;FZD8;WNT5B;MRAP;KCNA4;AHR;TCF7L1;CYP11A1;KCNK2;MAP2K1;CREB3L1;WNT5A;FZD2;ADCY4;CACNA1G,0.933288866761498,48/68,WNT7A;ARMC5;WNT3A;HSD3B2;NR5A1;CAMK2D;GNAI1;PDE8A;CCNE1;CACNA1F;MC2R;WNT8B;CREB3;E2F3;MAP2K2;POMC;CREB3L4;WNT16;CACNA1G;CCNE2;FZD9;WNT2B;CDKN2C;E2F1;BRAF;CYP17A1;CYP21A2;USP8;FZD10;WDR5B;GNAI2;FZD8;ITPR2;WNT5B;MRAP;KCNA4;PRKACG;CRH;WNT9B;AHR;TCF7L1;PDE8B;KCNK2;CYP11A1;MAP2K1;WNT5A;ADCY4;PLCB3,68
