set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
Drug metabolism,0.8481594750297694,30/54,RRM1;GMPS;HPRT1;UPP2;UGT1A8;UGT2A3;TK1;GSTK1;ADH7;RRM2B;UCKL1;GSTA2;FMO1;GSTA3;CYP3A4;UMPS;CYP2A6;GSTA4;GSTA5;ALDH3A1;GSTO2;UCK2;IMPDH2;ADH1C;GSTM2;CYP3A5;NME3;XDH;UPB1;NME7,0.19837223135785667,45/54,GUSB;RRM1;GMPS;UGT2B7;UGT2B15;HPRT1;GSTM1;CES1;UGT1A8;MAOA;TK1;UGT2A3;UPP2;GSTP1;MGST3;NME6;ADH7;RRM2B;UCKL1;GSTA2;FMO1;AOX1;XDH;GSTA3;UMPS;CYP2A6;CYP2C8;CYP2A7;GSTA4;MGST2;CDA;ALDH3A1;UGT2B11;GSTO2;ADH4;UCK2;IMPDH2;ADH1C;CYP2C9;CYP3A5;NAT2;UCK1;UPB1;NME7;MPO,54
Glycerophospholipid metabolism,0.8514516915076846,19/35,PNPLA7;AGPAT1;LCAT;PLA2G10;DGKB;PLA2G2A;LPIN1;PLA2G12A;PLA2G4A;DGKI;PLD2;PCYT1A;DGKH;LPIN3;PLA2G1B;LPCAT3;MBOAT1;DGKQ;PTDSS2,0.7545612778105663,26/35,CDIPT;PNPLA6;AGPAT1;LCAT;DGKE;PLA2G10;DGKB;PLA2G2A;LPIN1;PLA2G12A;PLA2G4A;DGKI;AGPAT2;GNPAT;PLD2;PCYT1A;LYPLA2;DGKH;CDS1;LPCAT3;MBOAT1;DGKQ;PLA2G5;CEPT1;PTDSS2;PLA2G12B,35
Antigen processing and presentation,0.8528302457436638,15/28,HSPA1L;B2M;KIR3DL3;TAP1;KLRC2;HSPA6;TAP2;HLA-DRB1;KIR2DS1;HLA-DRB3;HLA-DRB4;HLA-DMB;HLA-DOB;CD8A;CALR,0.3759947398558835,23/28,B2M;TAP1;TAP2;KIR2DS1;HLA-DRB3;CD8A;CALR;KIR2DS2;KIR3DL1;KIR3DL3;KLRC2;HSPA6;CD4;KIR2DL2;LGMN;RFXAP;IFI30;HLA-DRB4;PSME3;HLA-DRB1;KIR2DL5A;HLA-DMB;KIR3DL2,28
Staphylococcus aureus infection,0.85496295741019,27/49,SELPLG;CAMP;HLA-DRB3;KRT9;HLA-DOB;KRT19;KRT27;FPR1;DEFA4;C3AR1;KRT26;KRT12;ICAM1;KRT23;FCGR2A;KRT31;KRT33A;HLA-DRB4;KRT20;KRT25;DEFA1;C1R;KRT34;HLA-DRB1;ITGAM;HLA-DMB;C4B,0.9662375575211213,33/49,C1QA;HLA-DRB3;KRT19;KRT27;FPR1;KRT37;DEFA4;C3AR1;KRT28;KRT26;SELP;DEFB1;FCGR2B;ICAM1;CFB;KRT23;KRT40;DSG1;KRT35;KRT33A;KRT31;HLA-DRB4;CFD;KRT20;DEFA5;KRT25;DEFA1;C1R;KRT34;HLA-DRB1;ITGAM;HLA-DMB;C4B,49
Endometrial cancer,0.8588618889118961,11/21,BAD;BRAF;GADD45A;TCF7L1;MAP2K1;ARAF;DDB2;MAP2K2;RAF1;AKT3;GADD45G,0.8275981655444532,15/21,BRAF;CTNNA3;GADD45A;PIK3CA;TCF7L1;MAP2K1;ARAF;DDB2;MAP2K2;RAF1;BAK1;AKT3;GADD45G;SOS1;EGF,21
Arginine and proline metabolism,0.8588618889118961,11/21,ALDH7A1;ALDH9A1;ARG2;CKM;SAT2;ODC1;SMOX;OAT;GAMT;SRM;GATM,0.11847916055290905,19/21,ALDH9A1;CKM;MAOA;PRODH2;SMOX;GAMT;DAO;ALDH7A1;CKMT2;ODC1;CKMT1B;PRODH;LAP3;ARG2;SAT2;CKMT1A;GATM;OAT;ARG1,21
Malaria,0.8588618889118961,11/21,IL12A;SDC2;KLRB1;CCL2;TLR2;SELE;CD40LG;HBA1;ICAM1;TLR9;IL18,0.9225095965612073,14/21,IL12A;THBS3;SDC2;KLRB1;SELP;CCL2;IL1B;TLR2;SELE;THBS2;CD40LG;HBA1;ICAM1;IL18,21
Bacterial invasion of epithelial cells,0.8588618889118961,11/21,ARPC5;CLTA;ARPC2;HCLS1;ARPC1B;ARPC3;DOCK1;DNM3;SHC3;CLTCL1;ARPC5L,0.6743385763297988,16/21,ITGA5;ELMO3;CLTA;CTNNA3;ARPC2;PIK3CA;HCLS1;ARPC1B;ARPC3;DOCK1;DNM3;SHC3;CLTCL1;ARPC5L;RHOG;WASL,21
Human immunodeficiency virus 1 infection,0.8625507628957012,49/87,B2M;GNG3;TAP1;TAP2;GNAI3;RAF1;IRF3;RBX1;CALR;RPS6KB2;BAD;GNAI1;RIPK1;CALML6;CCNB2;LIMK1;CCNB3;GNG8;PLCG2;MAPK11;APOBEC3H;CD3G;MAP2K2;TNFRSF1B;GNG12;TRAF2;GNG5;PAK6;RNF7;ITPR3;TLR2;PRKCG;WEE1;MAP2K6;FOS;IFNA8;PPP3CC;APOBEC3D;CALML4;APOBEC3G;ATR;NFKBIA;MAP2K1;AKT3;CHEK1;IFNA10;TNFRSF1A;NFATC4;AP1S3,0.40482491431398604,69/87,TRIM5;AP1S1;AP1M1;IFNA5;B2M;GNB2;GNG3;TAP1;TAP2;AP1B1;CALML3;RAF1;TNFRSF1A;NFATC4;IRF3;CALR;RPS6KB2;AP1G2;GNAI1;APOBEC3C;CALML6;CCNB2;LIMK1;SAMHD1;CCNB3;IFNA6;GNG8;PLCG2;MAPK11;MAP2K2;TNFRSF1B;CD4;AP1M2;IFNA14;GNG12;TRAF2;GNG5;BST2;PAK6;IFNA13;IKBKG;RNF7;IFNA4;RAC3;IFNA21;TLR2;WEE1;GNAI2;MAP2K6;BAK1;APOBEC3F;FOS;ITPR2;IFNA2;IFNA8;PPP3CC;APOBEC3D;PIK3CA;CALML4;APOBEC3G;ATR;IFNB1;MAP2K1;AKT3;CHEK1;GNB3;IFNA10;TRADD;APOBEC3H,87
Insulin resistance,0.8628738635275348,24/44,PRKAA1;GYS1;IRS1;RPS6KA2;SLC27A5;PRKAG1;RPS6KB2;PYGM;INS;AGT;CREB3;SLC27A3;TBC1D4;CREB3L4;MLXIPL;SLC27A2;RPS6KA6;PPARGC1B;PPP1R3C;NFKBIA;AKT3;CREB3L1;PRKAB1;TNFRSF1A,0.9749945212322138,29/44,GYS1;IRS1;RPS6KA2;SLC27A5;RPS6KB2;PYGM;INS;CREB3;G6PC2;SLC27A6;SLC27A3;TBC1D4;CREB3L4;GFPT2;MLXIPL;SLC27A4;PPP1R3A;CPT1A;SLC27A2;G6PC3;RPS6KA6;PRKAG3;PPARGC1B;PPP1R3C;PIK3CA;AKT3;PRKCQ;PRKAB1;TNFRSF1A,44
Neutrophil extracellular trap formation,0.8628738635275348,24/44,NCF4;SELPLG;TLR8;HDAC11;CAMP;RAF1;FPR1;CLCN3;AQP9;PLCG2;PPIF;MAPK11;MAP2K2;FCGR2A;TLR2;PRKCG;GSDMD;CYBA;HDAC1;SYK;SLC25A31;MAP2K1;ITGAM;AKT3,0.8305249117411957,32/44,HDAC10;FGB;NCF4;AZU1;TLR8;RAF1;HDAC6;FPR1;CLCN3;CLEC7A;SELP;AQP9;PLCG2;PPIF;MAPK11;MAP2K2;GP1BA;TLR2;GSDMD;HAT1;SIGLEC9;CYBA;HDAC1;CTSG;SYK;PIK3CA;SLC25A31;MAP2K1;ITGAM;AKT3;MPO;PLCB3,44
MicroRNAs in cancer,0.8648048804794444,28/51,MMP9;TIMP3;IRS1;RAF1;NOTCH2;FZD3;CCNE1;TNR;E2F3;PLCG2;RDX;MAP2K2;MARCKS;CCNE2;E2F1;ABCB1;NOTCH3;RECK;HOXD10;CCNG1;PRKCG;NOTCH1;HDAC1;CYP1B1;MAP2K1;CDCA5;ZEB2;PLAU,0.9106515362725495,36/51,MMP9;TNN;BCL2L2;TIMP3;IRS1;RAF1;SOS1;EFNA2;WNT3A;NOTCH2;CCNE1;TNR;E2F3;PLCG2;MAP2K2;MARCKS;CCNE2;E2F1;ITGA5;ABCB1;NOTCH3;SPRY2;RECK;HOXD10;CCNG1;NOTCH1;BAK1;SIRT1;HDAC1;PIK3CA;CYP1B1;MAP2K1;EFNA3;CDCA5;ZEB2;PLAU,51
Necroptosis,0.8675214470416417,32/58,BIRC2;RIPK3;VPS4A;IL33;IFNGR1;CAPN1;STAT2;JAK2;NLRP3;CHMP6;TLR3;PYGM;CAMK2D;DNM1L;RIPK1;USP21;FAF1;PLA2G4A;IRF9;IFNGR2;TRAF2;CAPN2;PYCARD;STAT6;SQSTM1;TICAM2;IFNA8;SLC25A31;RBCK1;PARP1;IFNA10;TNFRSF1A,0.6884399880101548,44/58,BIRC2;TNFRSF10A;RIPK3;VPS4A;IFNA5;IFNGR1;CAPN1;STAT2;CHMP1B;JAK2;NLRP3;TLR3;PYGM;SPATA2L;CAMK2D;ALOX15;TRADD;DNM1L;EIF2AK2;USP21;FAF1;PLA2G4A;IFNA6;IRF9;IFNA14;IFNGR2;TRAF2;GLUD2;IFNA13;IFNA4;IFNA21;CAPN2;IL1A;IL1B;SQSTM1;IFNA2;IFNA8;SLC25A31;RBCK1;IFNB1;CHMP2A;PARP1;IFNA10;TNFRSF1A,58
Human cytomegalovirus infection,0.8778032829171103,44/79,B2M;GNG3;CCL2;TAP1;PTGER1;TAP2;GNAI3;RAF1;IRF3;TSC1;CALR;RPS6KB2;GNAI1;RIPK1;CALML6;CREB3;GNG8;E2F3;MAPK11;MAP2K2;CREB3L4;GNG12;TRAF2;GNG5;IL10RB;E2F1;ITPR3;PRKCG;PTGER2;CCL5;MAP2K6;EIF4EBP1;IFNA8;PPP3CC;CALML4;NFKBIA;MAP2K1;AKT3;CCL4;CREB3L1;ADCY4;IFNA10;TNFRSF1A;NFATC4,0.8466880943095211,58/79,B2M;IFNA5;GNB2;GNG3;CCL2;TAP1;TAP2;CALML3;RAF1;TNFRSF1A;IRF3;SOS1;TSC1;CALR;RPS6KB2;GNAI1;CALML6;IFNA6;GNG8;CREB3;E2F3;MAPK11;MAP2K2;CREB3L4;IFNA14;GNG12;TRAF2;GNG5;IFNA13;IL10RB;IKBKG;E2F1;IFNA4;RAC3;ADCY4;IFNA21;CCL5;GNAI2;MAP2K6;BAK1;IL1B;EIF4EBP1;ITPR2;IFNA2;IFNA8;PRKACG;PPP3CC;PIK3CA;CALML4;IFNB1;MAP2K1;AKT3;CCL4;GNB3;IFNA10;TRADD;NFATC4;PLCB3,79
Endocrine and other factor-regulated calcium reabsorption,0.8792341356851033,13/25,CLTA;ATP1A3;PTH;ATP1B2;AP2S1;PRKCG;DNM3;CALB1;ATP1A1;CLTCL1;ATP1B3;BDKRB2;ATP1A2,0.4971553850221636,20/25,ATP1B4;KLK2;ATP1A3;AP2M1;PTH;AP2S1;DNM3;CLTCL1;KL;ATP1B2;BDKRB2;ATP1A2;SLC8A2;CALB1;AP2A1;PRKACG;CLTA;ATP1A1;ATP1B3;PLCB3,25
Central carbon metabolism in cancer,0.8792341356851033,13/25,G6PD;SCO2;PFKM;SIRT6;LDHAL6A;MAP2K1;SLC1A5;AKT3;MAP2K2;RAF1;PDHA1;FGFR2;GCK,0.6782872710271458,19/25,G6PD;PFKM;PGAM2;RAF1;PGAM1;MAP2K2;LDHAL6B;PDHA1;PDHA2;SCO2;LDHAL6A;LDHC;FGFR2;SIRT6;PIK3CA;MAP2K1;SLC1A5;AKT3;GCK,25
Gastric acid secretion,0.8812177983762475,22/41,ATP1A3;KCNJ15;GNAI3;CAMK2D;GNAI1;CALML6;ATP1B2;KCNK10;ATP1A2;ITPR3;MYLK2;PRKCG;SLC4A2;CA2;CCKBR;KCNJ16;CALML4;SLC9A1;ATP1A1;KCNK2;ATP1B3;ADCY4,0.40946513591829997,33/41,KCNE2;ATP1B4;ATP1A3;KCNJ15;CALML3;ATP4A;CAMK2D;GNAI1;CALML6;ATP1B2;SLC26A7;ATP4B;KCNK10;CFTR;ATP1A2;SST;MYLK2;KCNJ2;GNAI2;CA2;SLC4A2;CCKBR;ITPR2;PRKACG;KCNJ16;HRH2;CALML4;SLC9A1;ATP1A1;KCNK2;ATP1B3;ADCY4;PLCB3,41
Autophagy,0.882356378573282,30/55,PRKAA1;TP53INP2;DAPK2;RB1CC1;GABARAP;RRAGA;IRS1;RAF1;TSC1;RPS6KB2;BAD;INS;PIK3R4;ATG4A;MAP2K2;ATG9A;ATG16L1;MTMR3;RRAS2;WDR41;PIK3C3;TANK;SQSTM1;ULK2;VAMP8;RRAGD;LAMP2;MAP2K1;AKT3;C9ORF72,0.9485119463040965,38/55,RB1CC1;DAPK2;GABARAP;IRS1;BNIP3;RAF1;TSC1;RPS6KB2;INS;SH3GLB1;PIK3R4;PRAP1;ATG3;MAP2K2;ATG9A;IRS4;MTMR3;NRBF2;RRAS2;WIPI1;PIK3C3;TANK;DAPK3;SQSTM1;ATG4C;ULK2;PRKACG;STX17;VAMP8;RRAGD;LAMP2;PIK3CA;MAP2K1;RRAGB;AKT3;PRKCQ;ERN1;C9ORF72,55
Cholinergic synapse,0.882356378573282,30/55,KCNJ14;PIK3CG;GNG3;GNAI3;CHRNA3;JAK2;KCNJ3;CAMK2D;GNAI1;SLC18A3;CACNA1F;CREB3;GNG8;KCNQ3;CHRNA4;CREB3L4;GNG12;GNG5;CAMK4;ITPR3;PRKCG;CHRNB4;FOS;KCNJ6;SLC5A7;MAP2K1;AKT3;CREB3L1;ADCY4;KCNQ5,0.9485119463040965,38/55,KCNJ14;GNB2;KCNQ4;PIK3CG;CHRM1;GNG3;CHRNA3;CHRNB2;JAK2;KCNJ3;CAMK2D;GNAI1;CACNA1A;SLC18A3;CACNA1F;CREB3;GNG8;CREB3L4;CHRNA6;GNG12;GNG5;CAMK4;ADCY4;CACNA1B;KCNJ2;GNAI2;CHRNB4;CHRM5;FOS;ITPR2;PRKACG;KCNJ6;PIK3CA;SLC5A7;MAP2K1;AKT3;GNB3;PLCB3,55
Type I diabetes mellitus,0.8832652025569516,8/16,INS;IL12A;HLA-DRB1;HLA-DRB3;HLA-DRB4;HLA-DMB;HLA-DOB;PTPRN,0.7202750241088727,12/16,INS;IL12A;CD28;LTA;GAD2;HLA-DRB1;IL1A;HLA-DRB3;HLA-DRB4;HLA-DMB;IL1B;PTPRN,16
Neurotrophin signaling pathway,0.8895620224121862,23/43,ARHGDIG;NGFR;IRS1;RPS6KA2;RAF1;NTF4;BAD;CAMK2D;CALML6;PLCG2;SHC3;MAPK11;MAP2K2;BRAF;MAP3K5;CAMK4;RPS6KA6;ARHGDIB;CALML4;NFKBIA;MAP2K1;AKT3;NFKBIE,0.7569380612455767,32/43,ARHGDIG;NGFR;IRS1;IRAK2;RPS6KA2;RAF1;CALML3;SOS1;NTF4;CAMK2D;IRAK3;SH2B1;CALML6;MAGED1;NGF;PLCG2;SHC3;MAPK11;MAP2K2;BRAF;MAP3K5;CAMK4;FRS2;RPS6KA6;ARHGDIB;SH2B2;PIK3CA;CALML4;MAP2K1;MATK;AKT3;NFKBIE,43
Sphingolipid signaling pathway,0.8895620224121862,23/43,SGPP2;GNAI3;RAF1;GNAI1;FCER1A;MAPK11;MAP2K2;PLD2;BDKRB2;TRAF2;PPP2R5B;MAP3K5;PRKCG;PPP2R5E;PPP2R2B;SPHK2;NSMAF;S1PR1;PPP2R2A;MAP2K1;AKT3;PPP2R3B;TNFRSF1A,0.8517809658951594,31/43,SGPP2;SGPP1;RAF1;TRADD;GNAI1;SGMS1;FCER1A;MAPK11;MAP2K2;PLD2;BDKRB2;TRAF2;PPP2R5B;MAP3K5;RAC3;PPP2R2D;GNAI2;PPP2R2B;MS4A2;SPHK2;NSMAF;S1PR1;PPP2R2A;PIK3CA;MAP2K1;AKT3;PPP2R3B;OPRD1;SPTLC1;TNFRSF1A;PLCB3,43
PPAR signaling pathway,0.8895620224121862,23/43,ACSBG1;ACSL5;APOA1;SLC27A5;HMGCS2;APOA5;RXRB;LPL;ACSL4;ACOX2;CPT2;FABP7;APOA2;ACSL6;GK;SLC27A2;CPT1C;AQP7;EHHADH;MMP1;FABP3;SCP2;ACOX3,0.21967031332351172,36/43,ACSBG1;ANGPTL4;ACSL5;APOA1;RXRG;CYP7A1;SLC27A5;HMGCS2;APOC3;OLR1;APOA5;RXRB;LPL;FABP1;ACOX2;CPT2;FABP7;SLC27A6;APOA2;ACSL6;GK;SLC27A4;CPT1A;SLC27A2;GK2;CPT1C;ACADL;AQP7;ACSL1;EHHADH;MMP1;FABP3;FABP2;SCP2;CYP27A1;ACSBG2,43
Protein digestion and absorption,0.890183988774653,31/57,SLC16A10;PGA5;ATP1A3;COL2A1;COL6A2;COL21A1;CPB1;SLC36A3;COL9A3;COL9A2;COL16A1;COL23A1;MEP1B;ATP1B2;ATP1A2;COL6A3;COL4A4;SLC9A3;PGA3;COL4A5;KCNE3;COL20A1;CPA1;SLC15A1;DPP4;COL4A2;ATP1A1;SLC1A5;ATP1B3;COL25A1;COL11A2,0.3500678134515286,46/57,SLC16A10;PGA5;ATP1B4;SLC7A8;CTRB2;ATP1A3;COL2A1;COL6A2;COL21A1;CPB1;SLC36A3;COL9A3;COL16A1;COL23A1;MEP1B;SLC36A1;COL1A1;COL11A1;ATP1B2;COL4A3;COL5A3;CPA3;ATP1A2;COL6A3;COL19A1;COL4A4;CTRB1;SLC8A2;COL8A2;SLC9A3;COL4A5;KCNE3;COL20A1;CPA1;SLC15A1;DPP4;CPA2;KCNJ13;COL4A2;ATP1A1;SLC1A5;ATP1B3;COL27A1;COL25A1;KCNN4;COL11A2,57
Toll-like receptor signaling pathway,0.8972454023441689,24/45,IKBKE;IL12A;TLR8;IRF3;TLR3;RIPK1;MAPK11;MAP2K2;TLR2;CCL5;MAP2K6;FOS;TLR9;TICAM2;IFNA8;TLR5;CTSK;NFKBIA;MAP2K4;MAP2K1;AKT3;CCL4;MAP3K8;IFNA10,0.5700917050192316,35/45,IFNA5;IKBKE;IL12A;TLR8;IRF3;TLR3;IFNA6;MAPK11;MAP2K2;IFNA14;IFNA13;IKBKG;IFNA4;CXCL9;IFNA21;TLR2;CCL5;MAP2K6;IL1B;FOS;IFNA2;IFNA8;TLR5;PIK3CA;CXCL10;CTSK;IFNB1;MAP2K4;MAP2K1;AKT3;CCL4;TLR1;MAP3K8;IFNA10;LBP,45
FoxO signaling pathway,0.8972454023441689,24/45,PRKAA1;GABARAP;SGK3;IRS1;PRKAG1;RAF1;INS;CCNB2;CCNB3;ARAF;MAPK11;MAP2K2;RAG2;BRAF;PLK2;GADD45G;IL7R;S1PR1;GADD45A;HOMER1;SGK1;MAP2K1;AKT3;PRKAB1,0.8863502968127667,32/45,GABARAP;SGK3;IRS1;BNIP3;RAF1;SOS1;INS;CCNB2;CCNB3;G6PC2;ARAF;MAPK11;MAP2K2;RAG2;IRS4;SOD2;BRAF;PLK2;SMAD4;GADD45G;SIRT1;G6PC3;PRKAG3;IL7R;S1PR1;GADD45A;PIK3CA;SGK1;MAP2K1;AKT3;PRKAB1;EGF,45
Cocaine addiction,0.8985878630639262,10/20,GNAI1;SLC18A2;CDK5R1;CREB3;GRIN3A;GNAI3;SLC18A1;CREB3L1;CREB3L4;SLC6A3,0.31203864798036834,17/20,PRKACG;GNAI1;SLC18A2;PPP1R1B;DRD1;MAOA;CREB3;SLC18A1;GRIN3B;GRIN3A;GNAI2;GRIN2B;GRIN2D;GRM3;CREB3L4;SLC6A3;CDK5,20
Adherens junction,0.8985878630639262,10/20,SNAI2;PARD3;IQGAP1;TCF7L1;SSX2IP;FARP2;CTNND1;WAS;SNAI1;ACP1,0.8592353092167045,14/20,SNAI2;WAS;PARD3;CTNNA3;RAC3;IQGAP1;WASF3;TCF7L1;SSX2IP;FARP2;CTNND1;SMAD4;SNAI1;WASL,20
Retinol metabolism,0.8991898059860444,20/38,DHRS4;UGT2A3;UGT1A8;CYP3A7;HSD17B6;CYP26A1;CYP1A1;RDH12;ADH7;CYP2W1;DGAT1;RDH11;CYP3A4;RDH16;RETSAT;CYP2A6;RDH5;ADH1C;CYP3A5;ALDH1A1,0.21917634399834468,32/38,ALDH1A3;DHRS4;UGT2B7;UGT2B15;UGT2A3;CYP2S1;UGT1A8;CYP3A7;HSD17B6;CYP26A1;CYP1A1;RDH12;DHRS9;ADH7;RDH13;CYP2W1;CYP2C18;RDH11;AOX1;RDH16;CYP2C8;RETSAT;CYP2A7;CYP2A6;UGT2B11;ADH4;ADH1C;CYP2C9;CYP3A5;RDH8;DHRS3;ALDH1A1,38
Chemokine signaling pathway,0.9025439888899026,44/80,CCL1;CCL22;CCL16;GRK6;PARD3;PIK3CG;CCR7;CCL2;CX3CR1;GNG3;GNAI3;STAT2;RAF1;CCR9;JAK2;CXCL14;BAD;GNAI1;CCR10;CCL19;CCR4;GNG8;PLCG2;SHC3;HCK;GNG12;GNG5;CCL20;PF4V1;CCL17;BRAF;CCL15;CCL5;CXCR3;PF4;PPBP;PREX1;CCL7;NFKBIA;MAP2K1;AKT3;CCL4;WAS;ADCY4,0.6690298371020265,61/80,CCL22;CCL16;GNB2;GRK6;PARD3;PIK3CG;CCR7;CCL2;CX3CR1;GNG3;CXCL1;XCL2;CCL18;STAT2;RAF1;CCR9;JAK2;CCL11;SOS1;CXCL14;GNAI1;CCR10;CCL19;CCR4;GNG8;PLCG2;SHC3;CCL28;HCK;GNG12;GNG5;CCL20;CXCL6;PF4V1;IKBKG;CCL17;BRAF;RAC3;CXCL9;CCL15;ADCY4;GRK1;GRK4;CCL5;CCL27;GNAI2;PRKACG;PF4;PPBP;PREX1;PIK3CA;CXCL10;CCL7;MAP2K1;AKT3;CCL4;XCL1;WAS;GNB3;CCL25;PLCB3,80
Wnt signaling pathway,0.9041953283603865,33/61,RYK;FRAT1;DKK1;SERPINF1;RBX1;BAMBI;FZD3;CAMK2D;TBL1Y;INVS;GPC4;CBY1;DAAM2;RNF43;FZD9;LGR5;TLE1;PRICKLE1;PRKCG;FZD10;PRICKLE2;SFRP5;FZD8;SENP2;WNT5B;PPP3CC;LRP5;FRAT2;TCF7L1;CTBP2;FZD2;WNT5A;NFATC4,0.6089661455431616,47/61,RYK;FRAT1;WNT7A;DKK1;CSNK1A1L;SOST;WNT3A;BAMBI;DKK4;CAMK2D;TBL1Y;INVS;WNT8B;GPC4;CBY1;DAAM2;SFRP4;PORCN;RNF43;WNT16;FZD9;WNT2B;LGR5;TLE1;LRP6;PRICKLE1;RAC3;FZD10;PRICKLE2;SFRP5;FZD8;SMAD4;ROR1;SENP2;WNT5B;PRKACG;PPP3CC;LRP5;WNT9B;CER1;NKD1;TCF7L1;CTBP2;WNT5A;MMP7;NFATC4;PLCB3,61
"Glycine, serine and threonine metabolism",0.9054705021519751,11/22,GCAT;GNMT;SDSL;ALDH7A1;GCSH;SRR;CHDH;PIPOX;AOC3;GAMT;GATM,0.7932331368218037,16/22,GCAT;GNMT;AGXT;ALDH7A1;GCSH;PGAM2;SRR;CTH;MAOA;CHDH;PIPOX;AOC3;GAMT;GATM;DAO;PGAM1,22
Systemic lupus erythematosus,0.9054705021519751,11/22,FCGR2A;C1R;HLA-DRB1;CD40LG;HLA-DRB3;HLA-DRB4;HLA-DMB;HLA-DOB;SNRPD3;C9;C4B,0.959735743130591,14/22,CTSG;CD28;C1R;C1QA;HLA-DRB1;GRIN2B;CD40LG;HLA-DRB3;HLA-DRB4;HLA-DMB;C8B;SNRPD3;C9;C4B,22
Glucagon signaling pathway,0.9108724073209195,26/49,PRKAA1;PFKM;GYS1;PRKAG1;GCGR;PDE3B;FBP2;PYGM;CAMK2D;CALML6;CREB3;PDHA1;CREB3L4;ITPR3;PPP4C;LDHAL6A;FBP1;CPT1C;PPP3CC;PHKG1;GCK;CALML4;PHKA2;AKT3;CREB3L1;PRKAB1,0.8076017754394582,36/49,PFKM;GYS1;PGAM2;CALML3;GCGR;PDE3B;FBP2;PGAM1;PYGM;CAMK2D;CALML6;CREB3;G6PC2;LDHAL6B;PDHA1;CREB3L4;PDHA2;PPP4C;LDHAL6A;CPT1A;LDHC;FBP1;SIRT1;G6PC3;ITPR2;CPT1C;PRKAG3;PRKACG;PPP3CC;PHKG1;GCK;CALML4;GCG;AKT3;PRKAB1;PLCB3,49
Transcriptional misregulation in cancer,0.9113088743838669,38/70,MMP9;ASPSCR1;RUNX1T1;PTCRA;NGFR;ATF1;BAIAP3;NR4A3;RXRB;SSX1;FLI1;FEV;DEFA4;SUPT3H;REL;SIN3A;EYA1;ITGB7;CSF1R;PLAU;HOXA11;IL2RB;ETV5;LMO2;DDB2;PML;GADD45G;TLX3;DEFA1;HDAC1;ZBTB17;GADD45A;CCNA2;ITGAM;DOT1L;BIRC2;DDIT3;FUS,0.48696767341077285,55/70,MMP9;ASPSCR1;RXRG;RUNX1T1;HOXA9;NGFR;KLF3;PBX3;BAIAP3;TMPRSS2;NR4A3;RXRB;SSX1;FLI1;FEV;NUPR1;DEFA4;SUPT3H;REL;ETV7;LDB1;SIN3A;SIX1;EYA1;ARNT2;WNT16;CDKN2C;TFE3;CSF1R;MMP3;WT1;IL2RB;HOXA11;ETV5;DDB2;BAK1;PML;GADD45G;TLX3;DEFA5;DEFA1;HDAC1;IL3;ZBTB17;MAF;GADD45A;MPO;CCNA2;ITGAM;PRCC;DOT1L;BIRC2;CEBPE;PLAU;FUS,70
