set,Real_Score,Real_Rank,Real_Count,Syn_Score,Syn_Rank,Syn_Count,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes
myeloid leukocyte differentiation (GO:0002573),0.4681658848039048,627.0,32,0.7590033369931833,447.0,32,0.6668481002623354,0.9998690134726378,19/32,FARP2;TYROBP;CBFA2T3;CCR7;BATF2;PARP1;EPHA2;PIR;CAMK4;SRP54;UBD;HLA-DRB1;PML;CCL19;CSF1R;GPR183;MMP9;GLO1;E2F1,0.12434561499900026,0.9999841444821818,28/32,FARP2;TYROBP;CBFA2T3;CCR7;PARP1;CEBPE;OSCAR;E2F1;F2RL1;PDE1B;PRTN3;EPHA2;PIR;CAMK4;SRP54;UBD;HLA-DRB1;PML;CCL19;SIRT1;CSF1R;GPR183;MMP9;THOC5;GLO1;EFNA2;BATF;CD4
negative regulation of protein binding (GO:0032091),0.46814870059536856,628.0,26,0.679481441780277,841.0,26,0.5809487398747049,0.9998690134726378,16/26,DISC1;SYMPK;AURKB;B2M;ITGB1BP1;ITGA4;SORL1;GTF2F1;DAB2;ADAM15;PIN1;DKK1;ADRB2;PEX14;CTSZ;ADRB3,0.637655931914124,0.9999841444821818,20/26,MITD1;XIRP1;GTF2F1;DKK1;CAMK1;ZFPM1;DISC1;DAB2;SYMPK;SORL1;ADAM15;HFE;ADRB2;PEX14;CTSZ;BAG2;AURKB;B2M;CFHR2;PIN1
neural crest cell development (GO:0014032),0.46813542850429946,629.0,22,0.6255582721470548,1061.0,22,0.5091811302767864,0.9998690134726378,14/22,NRTN;SEMA6C;CDH2;SEMA4D;SNAI2;PEF1;SEMA4A;SEMA6B;ANXA6;TBX1;SEMA4G;KBTBD8;SEMA3G;SEMA3C,0.6297531161452972,0.9999841444821818,17/22,NRTN;PDCD6;CDH2;SEMA5A;PEF1;SNAI2;SEMA4A;SEMA7A;SEMA6B;TCOF1;HTR2B;ANXA6;TBX1;KBTBD8;SEMA3G;SEMA3C;SEMA5B
homotypic cell-cell adhesion (GO:0034109),0.46808918172815756,630.0,16,0.6654226490937308,900.0,16,0.5742645725132433,0.9998690134726378,10/16,P2RY12;FIBP;UBASH3B;CLIC1;MEGF11;GATA1;STXBP3;PIK3CG;TJP2;PLEK,0.8721436536489775,0.9999841444821818,11/16,GP1BA;P2RY12;FIBP;UBASH3B;CLIC1;MEGF11;STXBP3;PIK3CG;TJP2;FGB;PLEK
regulation of canonical Wnt signaling pathway (GO:0060828),0.46778693345201944,631.0,115,0.7159267527050793,628.0,115,0.5895822521121895,0.9998690134726378,70/115,USP8;EMD;WNT5A;RBX1;ATP6AP2;NPHP3;BMP2;PSMD2;DKK1;FOLR1;TMEM88;SCYL2;DAAM2;PSMD6;FGF10;SMURF2;TNKS2;PRICKLE1;FZD9;SNAI2;PSMB3;PSMD8;PSMB4;LRRK1;DAB2;PSMA4;PSMA2;PRDM15;PSMB10;TLE1;RUVBL2;GLI3;PSMC3;BAMBI;PSMD4;RNF146;LRP4;LIMD1;PSMC5;HECW1;PSME4;PSMB8;LGR5;FGFR2;PSMA5;CTNND1;HDAC1;SOX13;PSMD7;GLI1;IGFBP6;ZEB2;PSMD11;KREMEN1;TPBG;PSMD14;DDIT3;SFRP5;TRPM4;UBAC2;GREM1;KREMEN2;IGFBP2;INVS;NPHP4;FRAT1;LMBR1L;PIN1;SIAH2;ANKRD6,0.8542937759511106,0.9999841444821818,85/115,USP8;DKKL1;BMP2;LRP6;DKK1;SFRP4;PSMD2;LYPD6;FGF10;PTPRU;MCC;SNAI2;NOG;LRRK1;DAB2;GLI3;ZNF703;RNF146;DAPK3;EGF;GLI1;PSME3;SFRP5;TRPM4;UBAC2;KREMEN2;PSMC2;NPHP4;CSNK1A1L;SIAH2;WNT5A;ATP6AP2;ZBED3;DAAM2;FZD9;PSMB3;PSMD8;RUVBL2;PSMC3;BAMBI;PSMC5;FGFR2;SOST;PSMD7;IGFBP6;PSMD11;IGFBP1;DKK4;FOLR1;TMEM88;PSMD6;LATS1;TMEM64;TLE1;NKD1;PSMD4;ZEB2;SEMA5A;IGFBP2;STK3;PIN1;ANKRD6;EMD;NPHP3;WNT3A;GPC5;PRICKLE1;PSMB4;NKX2-5;LRP4;HECW1;PSME4;COL1A1;LGR5;CTNND1;HDAC1;SOX13;PTK7;KREMEN1;PSMA8;GREM1;INVS;FRAT1;LMBR1L;PSMA2
cellular response to peptide hormone stimulus (GO:0071375),0.46775413698477597,632.0,36,0.7688690153070977,406.0,36,0.7128393554990305,0.9998690134726378,21/36,PDE3B;PARP1;IRS1;TBC1D4;CRHBP;ENPP1;GCGR;CPEB1;SYAP1;LPIN3;NR4A2;NR4A3;LPIN1;GCK;PLA2G1B;PRKAR2B;CYP11B2;ADCY4;GPLD1;RAB15;CYP11A1,0.9108480798608596,0.9999841444821818,25/36,PDE3B;OTOP1;SLC30A10;PARP1;IRS1;TBC1D4;CRHBP;CYSLTR2;ENPP1;GCGR;CPEB1;SYAP1;SLC25A33;RAB13;NR4A2;PCSK9;GCG;NR4A3;LPIN1;GCK;ADCY4;GPLD1;RAB15;CYP11A1;PRKACG
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059),0.46770191142007367,633.0,18,0.686317385923924,799.0,18,0.776728396575326,0.9998690134726378,10/18,MVP;SNX6;SH3GL2;VPS25;SPRY1;STAM;EPS15L1;RNF126;CHMP6;EPN1,0.6213841396512345,0.9999841444821818,14/18,ITGA1;MVP;SPRY2;SNX6;SH3GL2;VPS25;SPRY1;STAM;CBLC;EPS15L1;EGF;EPGN;RNF126;TSG101
cellular iron ion homeostasis (GO:0006879),0.4676594031541063,634.0,22,0.6599850984423341,923.0,22,0.6760680276231581,0.9998690134726378,13/22,ATP6V0D1;FRRS1;GLRX3;FLVCR1;IREB2;CP;FXN;ABCB7;TFRC;HAMP;ATP6V0A2;FBXL5;NUBP1,0.23873626437302037,0.9999841444821818,19/22,ABCB7;NUBP1;ATP6V0D1;GLRX3;FLVCR1;ATP6V1G1;CP;TFR2;GDF2;SLC22A17;ATP6V0A2;HFE;HAMP;FRRS1;IREB2;FXN;SMAD4;FBXL5;BMP6
positive regulation of cellular component organization (GO:0051130),0.46727416204622496,635.0,45,0.6897178374145772,778.0,45,0.7464782157305845,0.9998690134726378,26/45,CDC42EP2;SHANK3;ABCB7;APOA5;FNIP1;MMP1;TMED9;APOC2;DAB2;HAS3;CBLL1;SYK;PPP1R15A;FAF1;TCL1A;PLEKHM2;CCL19;LRP4;ANAPC2;RPS3;CDC20;SNCA;PIH1D1;PROM2;TFRC;TPPP,0.8078458490558699,0.9999841444821818,33/45,BAK1;CDH5;CDC42EP2;SH3GLB1;CLDN19;SHANK3;ABCB7;CAMK1;APOA5;FNIP1;MMP1;TMED9;TFR2;APOC2;DAB2;HAS3;SYK;PPP1R15A;FAF1;PLEKHM2;CCL19;LRP4;ANAPC2;CDC20;CLEC7A;RELN;SNCA;PIH1D1;MMP3;PROM2;NOX1;TPPP;BNIP3
epithelial cell differentiation (GO:0030855),0.4671346923766161,636.0,51,0.9568488697957326,41.0,51,0.9521924711797374,0.9998690134726378,26/51,ANXA1;ASCL1;GSTA2;GSTK1;CITED1;ACTL8;DAB2;GATA6;ANXA4;E2F7;ALDOC;CNN3;SIX3;SCUBE1;JAG1;FGFR2;TBX1;HDAC1;GLI1;PIH1D1;OVOL2;BASP1;ANXA7;RHCG;CBR1;E2F8,0.04132417596645522,0.9999841444821818,45/51,KRT3;DMBT1;SULT1B1;PTER;ANXA1;TPP1;ASCL1;GSTA2;UPK1A;KRT4;CITED1;ACTL8;LATS1;UPK1B;CES1;DAB2;DHRS9;SIX1;GRHL2;GATA6;EHF;ZNF703;UPK3A;ANXA4;E2F7;ALDOC;CNN3;SIX3;SCUBE1;JAG1;FGFR2;TBX1;HDAC1;WT1;GLI1;CPT1A;FSTL1;PIH1D1;BASP1;ANXA7;RHCG;MAF;FN3K;CBR1;E2F8
regulation of JNK cascade (GO:0046328),0.4669266342915905,637.0,48,0.6708344356705035,880.0,48,0.9294656188191963,0.9998690134726378,25/48,TLR9;CCR7;PJA2;RAP2A;TNFRSF19;MAP3K5;SDCBP;PER1;GADD45A;EDA2R;TAOK1;TGFBR3;TRAF2;ZNF622;CCL19;NOD2;GADD45G;RIPK1;DUSP15;PYCARD;GPS2;CD27;RASSF2;MBIP;ANKRD6,0.8293225012249115,0.9999841444821818,35/48,CCR7;PJA2;RAP2A;HIPK2;EPHB1;SERPINF2;LTBR;F2RL1;TNFRSF19;MAP3K5;SDCBP;MMP8;MAP4K2;GADD45A;EDA2R;TAOK1;TGFBR3;TRAF2;MARVELD3;CCL19;WNT7A;NOD2;UNC5CL;AMBP;WNT16;GADD45G;FCGR2B;DUSP15;ZNF675;IL1B;GPS2;TRAF4;RASSF2;MBIP;ANKRD6
regulation of postsynaptic membrane potential (GO:0060078),0.4666205428443798,638.0,15,0.8810101229935635,108.0,15,0.819323160845107,0.9998690134726378,8/15,GABRG3;RAB3GAP1;GABRA3;GABRA5;NPAS4;CHRNA4;GABRA6;CHRNA3,0.5561416744866443,0.9999841444821818,12/15,GABRG3;GRIN2B;RAB3GAP1;GRIN2D;GLRA1;GABRA3;GABRA5;NPAS4;NLGN3;GABRA6;GRID2;CHRNA3
positive regulation of canonical Wnt signaling pathway (GO:0090263),0.46657478358667237,639.0,56,0.680450003901675,834.0,56,0.6013768945156331,0.9998690134726378,34/56,USP8;ATP6AP2;PSMD2;DAAM2;PSMD6;FGF10;TNKS2;FZD9;PSMB3;PSMD8;PSMB4;LRRK1;PSMA4;PRDM15;PSMB10;PSMC3;BAMBI;PSMD4;RNF146;PSMC5;PSME4;PIN1;PSMB8;LGR5;FGFR2;PSMA5;PSMD7;ZEB2;PSMD11;TRPM4;PSMD14;FRAT1;SMURF2;PSMA2,0.9394747905934421,0.9999841444821818,39/56,USP8;ATP6AP2;ZBED3;PSMD2;SFRP4;LYPD6;WNT3A;DAAM2;PSMD6;FGF10;GPC5;FZD9;PSMB3;PSMD8;PSMB4;LRRK1;PSMC3;BAMBI;PSMD4;RNF146;PSMC5;PSME4;DAPK3;COL1A1;LGR5;FGFR2;EGF;PTK7;PSMD7;ZEB2;PSME3;PSMD11;PSMA8;SEMA5A;TRPM4;PSMC2;FRAT1;PIN1;PSMA2
regulation of cell adhesion (GO:0030155),0.4662768337791161,640.0,56,0.7456338809213893,494.0,56,0.38468245888090297,0.9998690134726378,36/56,CCR7;PDE3B;TNFSF18;ITGB1BP1;IL12A;ARHGDIB;ADAMDEC1;PLXNA3;DSCAM;DACT2;MYADM;SEMA4D;RASA1;CDH13;CBLL1;EPHA2;KIF14;PIK3CG;RHOD;PLAU;DUSP26;FBLN1;FES;ADAM8;P4HB;CCL5;CYTIP;EPHB3;TGFBI;IL18;ARHGDIG;ADAM22;STX3;SIPA1;PRKX;CXCR3,0.6281326173736775,0.9999841444821818,43/56,CCR7;PDE3B;TNFSF18;IL12A;ARHGDIB;PLXNB3;ADAMDEC1;PLXNA3;MIP;DACT2;ADAM10;FUT1;RASA1;CDH13;FRMD5;EPHA2;KIF14;PIK3CG;PLAU;NUAK1;DUSP26;FBLN1;RND1;LPXN;FES;ADAM8;EPHA7;SPN;AZU1;P4HB;CCL5;CYTIP;IBSP;SEMA5A;EPHB3;TFE3;TGFBI;IL18;ARHGDIG;TESC;ADAM22;PRKX;DSCAM
cilium organization (GO:0044782),0.4662374587659251,641.0,64,0.6835951875073104,816.0,64,0.48469244616247914,0.9998690134726378,40/64,ATP6V1D;GBF1;NPHP3;CCDC66;IFT88;DYNLL2;IFT172;KIFAP3;IFT74;ATP6V0D1;DISC1;EXOC2;EHD4;HSPB11;FHDC1;FBF1;MNS1;ARL6;CDC14B;TEKT1;TEKT2;CDC14A;BBS2;SSX2IP;MARK4;ROPN1B;ARF4;CCDC28B;TEKT3;ROPN1;INTU;TEKT4;TRAF3IP1;IFT140;TTC8;HYLS1;TMEM138;PTPDC1;NOTCH1;TMEM17,0.6431016027292034,0.9999841444821818,49/64,GBF1;NPHP3;SSTR3;CCDC66;CCDC57;IFT88;RAB11FIP3;RAB23;DYNLL2;TEKT5;KIFAP3;IFT74;TMEM67;ATP6V0D1;CCDC65;DISC1;EXOC2;EHD4;HSPB11;FHDC1;FBF1;STK36;MNS1;ARL6;CDC14B;TEKT1;TEKT2;CCDC96;CDC14A;TTC29;HDAC6;IFT20;BBS2;SSX2IP;EXOC3;IFT81;MARK4;RILPL1;ARF4;TEKT3;ROPN1;INTU;TEKT4;TTC8;IFT140;HYLS1;TMEM138;NOTCH1;TMEM17
antigen receptor-mediated signaling pathway (GO:0050851),0.4661234068207106,642.0,77,0.5505969074404606,1276.0,77,0.3920624834016688,0.9998690134726378,49/77,RC3H1;THY1;SLA2;VTCN1;ZC3H12A;PSMD2;BTK;PSMD6;RFTN1;CARD11;CD3G;PSMB3;PSMD8;PSMB4;BLNK;HHLA2;PSMA4;EIF2B5;LAT2;SYK;BTNL2;PSMB10;WAS;PSMC3;HLA-DRB1;NCK1;PSMD4;HLA-DRB4;PSMC5;PSME4;PSMB8;LCP2;NCKAP1L;SPG21;PSMA5;RBCK1;STOML2;PSMD7;TRAT1;PSMD11;HLA-DRB3;DENND1B;CD276;EIF2B2;PSMD14;EIF2B1;PLCG2;BLK;PSMA2,0.920921524723076,0.9999841444821818,55/77,RC3H1;PRAM1;THY1;NFAM1;PIK3CA;CD79B;VTCN1;ZC3H12A;PSMD2;BTNL8;PSMD6;RFTN1;CD28;PSMB3;PSMD8;PSMB4;HHLA2;CD79A;EIF2B5;LAT2;BTN1A1;SYK;BTNL2;WAS;PSMC3;HLA-DRB1;NCK1;PSMD4;HLA-DRB4;PSMC5;PSME4;PDE4B;LCP2;NCKAP1L;SH2B2;RBCK1;BLK;PSMD7;IKBKG;STOML2;PSME3;PSMD11;PSMA8;HLA-DRB3;DENND1B;CD276;EIF2B2;CD38;EIF2B3;PSMC2;PLCG2;PRKCQ;MS4A1;CD4;PSMA2
monocarboxylic acid biosynthetic process (GO:0072330),0.4660234904836503,643.0,37,0.7263563516352987,581.0,37,0.7760022837752129,0.9998690134726378,21/37,CYP46A1;SCP2;OSBPL6;SLC27A2;SRR;LPL;OXSM;LIPH;ELOVL4;ALOX5;MCAT;ABCB11;CBR4;CH25H;GATM;NDUFAB1;SLC27A5;PLA2G1B;GAMT;ACOX2;OSBPL1A,0.9754234742844884,0.9999841444821818,24/37,CYP46A1;SCP2;ACSM1;BAAT;OSBPL6;SLC27A2;SRR;LPL;AKR1C4;LIPH;ELOVL4;MCAT;CBR4;ALDH1A3;ACMSD;HSD17B4;CYP27A1;LIPC;GATM;NDUFAB1;SLC27A5;GAMT;ACOX2;CYP7A1
regulation of epidermal growth factor receptor signaling pathway (GO:0042058),0.4657254439147371,644.0,29,0.6596684878293729,925.0,29,0.6955955296358403,0.9998690134726378,17/29,PDE6H;NUP62;SHKBP1;BCAR3;SH3GL2;PDE6G;MMP9;MVP;CDH13;RHBDF1;SPRY1;STAM;EPS15L1;RNF126;WDR54;AGT;EPN1,0.3396118638320392,0.9999841444821818,24/29,PDE6H;BCAR3;EPS15L1;TSG101;NUP62;SPRY2;CDH13;STAM;RHBDF2;SHKBP1;SH3GL2;EGF;ITGA1;PDE6G;MMP9;MVP;CBLC;SPRY1;AGR2;PTK6;EPGN;RNF126;WDR54;RHBDF1
intracellular steroid hormone receptor signaling pathway (GO:0030518),0.46538954445290986,645.0,16,0.8076922936385356,288.0,16,0.3723519225481612,0.9998690134726378,11/16,SCGB2A1;TRIP4;POU4F2;PPARGC1B;CST11;ZMIZ1;CALCOCO1;DEFA1;EGLN2;DAXX;TRERF1,0.09640552910505382,0.9999841444821818,15/16,SCGB2A1;SCGB2A2;NKX3-1;TRIP4;TMF1;PGR;POU4F2;CST11;ZMIZ1;CALCOCO1;PPARGC1B;DEFA1;EGLN2;DAXX;TRERF1
plasma membrane bounded cell projection assembly (GO:0120031),0.46538058640931484,646.0,80,0.6641432682399473,904.0,80,0.38010473526793603,0.9998690134726378,51/80,ATP6V1D;GBF1;NPHP3;RAP2A;CCDC66;IFT88;FGD5;DYNLL2;IFT172;IFT74;P2RY12;ATP6V0D1;DNM3;DISC1;EXOC2;EHD4;PARVB;SDCBP;HSPB11;CDH13;FHDC1;FBF1;TMEM17;ARL6;OPHN1;MTSS1;CDC14B;RHOD;EMP2;TEKT1;TEKT2;CDC14A;ARFIP2;S1PR1;GOLPH3;ABLIM2;BBS2;SSX2IP;ARF4;CCDC28B;TEKT3;INTU;TEKT4;TRAF3IP1;IFT140;TTC8;HYLS1;TMEM138;PTPDC1;NOTCH1;EMP1,0.46160761080632295,0.9999841444821818,63/80,GBF1;SSTR3;NPHP3;RAP2A;CCDC66;CCDC57;IFT88;FGD5;RAB11FIP3;RAB23;DYNLL2;TEKT5;IFT74;P2RY12;TMEM67;ATP6V0D1;DNM3;DISC1;EXOC2;FGD2;EHD4;PARVB;CCDC65;SDCBP;HSPB11;CDH13;NTN1;FHDC1;FBF1;STK36;TMEM17;ARL6;OPHN1;MTSS1;ACTN2;CDC14B;EMP2;EMP3;TEKT1;TEKT2;CCDC96;CDC14A;ARFIP2;HDAC6;S1PR1;GOLPH3;ABLIM2;IFT20;BBS2;SSX2IP;EXOC3;IFT81;RILPL1;ARF4;TEKT3;INTU;TEKT4;TTC8;IFT140;HYLS1;TMEM138;NOTCH1;EMP1
positive regulation of proteasomal protein catabolic process (GO:1901800),0.46533654858245616,647.0,28,0.591323893016042,1178.0,28,0.8528302457436638,0.9998690134726378,15/28,SIRT2;PRICKLE1;CBFA2T3;DET1;PSMC5;RNF217;USP13;RBX1;DAB2;RAD23A;HECTD1;COP1;PSMC3;GABARAP;FBXO22,0.9666960206318067,0.9999841444821818,18/28,NUPR1;SIRT2;PRICKLE1;BAG2;CBFA2T3;DET1;PSMC5;KCNE2;DAB2;PSMC2;HECTD1;ARIH1;STUB1;COP1;PSMC3;GABARAP;FBXO22;RNF180
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),0.465159608435927,648.0,20,0.7183453565616926,619.0,20,0.7955377825341425,0.9998690134726378,11/20,FNIP1;NGFR;LAMP3;MMP9;SNCA;PIH1D1;KLF4;AVP;RAF1;TRIAP1;SIAH2,0.31203864798036834,0.9999841444821818,17/20,NOL3;SFN;FNIP1;NGFR;MMP9;SNCA;BCL2L12;PIH1D1;KLF4;AVP;FABP1;RAF1;DPEP1;TRIAP1;DNAJB6;SIAH2;NGF
negative regulation of cell death (GO:0060548),0.464929167865906,649.0,36,0.779507332022561,372.0,36,0.815630014245977,0.9998690134726378,20/36,NENF;PACRG;ADNP2;NUP62;WFS1;AMIGO2;RAD18;CHGA;GATA4;NCK1;TRAF2;TXNDC12;PSMC5;SORL1;EIF4G1;TNFRSF1B;SNCA;PARP16;HTRA2;CD200R1,0.025064747299986954,0.9999841444821818,33/36,PDE8A;CHMP2A;NENF;PACRG;PAGE4;ADNP2;PRKD1;NUP62;WFS1;AMIGO2;DCPS;RAD18;CDK5;CHGA;HTR2B;GATA4;NCK1;TRAF2;PSMC5;SORL1;EIF4G1;WNT16;TNFRSF1B;IKBKG;POU4F1;SNCA;PARP16;HTRA2;AGR2;KIR3DL2;CD200R1;BTBD10;BNIP3
positive regulation of cellular process (GO:0048522),0.4649169161973421,650.0,267,0.6953622547285523,751.0,267,0.6269700833642027,0.9998690134726378,162/267,CAPN1;NSMCE1;CCR7;GHRH;PROK2;FXR2;NEUROD1;IL7R;DKK1;CITED2;FGF17;IL9;APOA1;FGF10;ZFP36;NOTCH1;POU4F2;CCKBR;SSR1;GHRHR;MMP14;AQP11;SPAG5;PROK1;FAF1;ABCA7;BMPR1B;REG1A;COLEC12;EXOSC4;DPP4;LRP5;EXOSC9;TBX1;CSF1R;TNFRSF1B;GLI1;DYNC1H1;CYBA;PLA2G1B;SIRPG;FBXO5;CALR;HPR;TRPM4;EPHA1;RYR2;SUPV3L1;DOT1L;GRN;WNT5A;CDC6;STAMBP;EDN2;FASN;NOXO1;SIRT2;NUMA1;EAPP;MAP1A;ZNF639;SDCBP;ASH2L;MST1R;HBA1;LYAR;KIF14;ADRA1D;RHOD;GDF9;DUSP26;BAMBI;COX17;TLR2;CDCA7L;ADAM8;DHX36;EGR2;PARD3;FGFR2;P4HB;CIDEB;TIMP1;GCNT2;TTK;REG3A;SMC6;TPPP;TNFSF4;CDKN2AIP;DNAJA2;BST1;ITGB1BP1;ZC3H12A;IRS1;N6AMT1;TBX2;MCTS1;CST7;TCIRG1;RAD18;AGPAT1;FGF22;CDC123;AKR1C3;CAMK1D;KIF20B;HCLS1;DERL2;EMP2;RPS9;FGF3;EIF4G1;CCL5;S100B;HTR1A;TFAP2B;TSPYL5;REG1B;RAB25;EDN1;FXN;TIPIN;APOA2;TBRG4;CNOT8;DDX49;TNFSF18;FSHB;IL12A;INS;EGR4;P2RX3;ADNP2;HCK;POU3F2;CCPG1;PRDX3;PPP1R13L;CEACAM6;S100A13;PRKAA1;TCL1A;LILRA5;MLXIPL;S100A8;RAD23A;CHEK1;FGF6;BNC1;HDAC1;HCFC1;ACOX2;PYCARD;EXOSC2;GREM1;IL7;S100A9;STX3;HSF1;IL2RB;IL2RG,0.8700780959109536,0.9999841444821818,200/267,CAPN1;NSMCE1;CCR7;LBP;PROK2;NEUROD1;IL7R;LRP6;DKK1;CITED2;FGF17;IL9;APOA1;SERPINF2;FGF10;F2R;ADAM10;POU4F2;VIPR1;CCKBR;SSR1;GHRHR;HTR2B;MMP14;TULP1;AQP11;PROK1;FAF1;EPO;ABCA7;ZNF703;BMPR1B;REG1A;PRODH;EXOSC4;COLEC12;DPP4;LRP5;EXOSC9;EGF;TBX1;CSF1R;TNFRSF1B;P2RX4;GLI1;CLCF1;CYBA;DYNC1H1;SIRPG;FBXO5;CALR;HPR;TRPM4;PTK6;AVPR1A;TFE3;RYR2;SUPV3L1;DOT1L;GRN;WNT5A;SFTPD;HAS2;CLEC11A;CDC6;MATK;STAMBP;EDN2;FASN;LAMC2;MLC1;NOXO1;NKX3-1;FGF16;SIRT2;NOXA1;NUMA1;EAPP;MAP1A;MVD;ZNF639;SDCBP;GNAI2;MST1R;HBA1;ISL1;LYAR;KIF14;ADRA1D;SLC25A33;GDF9;DUSP26;BAMBI;IL11;IL21;LGI1;COX17;TLR2;CDCA7L;ADAM8;EGR2;AZU1;TSPAN31;PARD3;CLEC7A;FGFR2;P4HB;CIDEB;BMP5;GCNT2;FCGR2B;TTK;IL1B;REG3A;PLA2G5;RHOG;EPGN;SMC6;TPPP;TNFSF4;SIRT1;SMC5;CDKN2AIP;FGF8;DNAJA2;BST1;ZC3H12A;IRS1;TBX2;MCTS1;PGF;RAD18;AGPAT1;FGF22;REG3G;PRTN3;IL3;AKR1C3;CDC123;CAMK1D;KIF20B;HCLS1;EMP2;RPS9;FGF3;NUPR1;EIF4G1;CCL5;S100B;IBSP;HTR1A;TFAP2B;FGF20;FLT3LG;TSPYL5;REG1B;RAB25;EDN1;IL12RB2;FXN;TIPIN;APOA2;BMP6;KRT6A;LGMN;DDX49;GLP2R;TNFSF18;FSHB;IL12A;INS;EGR4;WNT3A;ADNP2;MIP;HCK;POU3F2;CCPG1;PRDX3;TGM1;FRMD5;PPP1R13L;CEACAM6;NKX2-5;LILRA5;EDN3;MLXIPL;CHEK1;BNC1;HDAC1;HCFC1;ACOX2;PRLR;EXOSC2;GREM1;IL7;S100A9;NOX1;NOTCH1;IL2RB
digestive tract development (GO:0048565),0.4648495787621624,651.0,22,0.7605316143463111,438.0,22,0.3383427928550335,0.9998690134726378,15/22,PYY;GATA5;RARRES2;EPHB3;SMO;CDX2;FOXF1;PCSK5;FGFR2;GATA4;GLI3;STRA6;GATA6;MEGF8;GLI1,0.959735743130591,0.9999841444821818,14/22,GATA5;RARRES2;SALL1;SMO;EPHB3;PCSK5;AGR2;FGFR2;GATA4;GLI3;STRA6;GATA6;MEGF8;GLI1
phosphorylation (GO:0016310),0.46474725644496523,652.0,144,0.6852446633358229,806.0,144,0.8040180110323902,0.9998690134726378,84/144,BMP2;TSSK3;MAP3K5;SYK;SPHK2;PIK3CG;CCL2;BMPR1B;MORC3;GNPTG;LIMD1;CDC42BPB;GK;BRSK1;JAK2;AURKB;CDKL2;PRKCG;DAPK2;CDKL3;RPS6KA4;HCST;PDK3;SRPK1;BRAF;ALK;SGK3;NEK6;FRK;RYK;SGK1;TSSK1B;MAP2K1;CAMK4;DMPK;LIPE;PDK2;PIK3R4;CAMK2D;IKBKE;CDK3;CDKL5;GRK6;LIMK1;TNK2;LMTK3;DGKQ;MAP3K12;PRKAB1;BTK;LTK;CCNE1;HIPK1;TOP1;AMHR2;GMFG;DGKB;PASK;PLK2;DGKI;AKT3;COPS2;NEK11;MARK4;FAM20C;PKN3;MYOD1;TNK1;PAK6;NUAK2;PNKP;PRKAG1;HCK;TAOK1;COPS8;MELK;CHEK1;STK17B;RNASEL;CDK7;DGKH;PIM3;MAST2;PRKAA1,0.8020499842790163,0.9999841444821818,108/144,BMP2;HIPK2;ADAM10;TSSK3;MAP3K5;CDK5;HTR2B;SYK;SPHK2;PIK3CG;CCL2;BMPR1B;GNPTG;ACVR1C;CDC42BPB;DAPK3;GK;JAK2;AURKB;PTK6;DAPK2;CDKL3;RPS6KA4;HCST;PDK3;SRPK1;BRAF;ERN1;AURKC;MATK;ALK;SGK3;NEK6;PRKD1;FRK;RYK;SGK1;MAP4K2;TSSK1B;MAP2K1;ROS1;PRKAG3;TSSK6;CAMK4;NUAK1;DMPK;DGKE;EPHA7;TSSK4;PIK3R4;CAMK2D;ADM2;IKBKE;CDK3;CDKL5;GRK6;GRK4;EIF2AK2;LIMK1;DGKQ;MAP3K12;PRKAB1;PGK2;PRKG2;IRAK3;LTK;CCNE1;LATS1;CDC42BPG;TESK2;HIPK1;CTSG;TOP1;AMHR2;GMFG;GRK1;DGKB;PLK2;DGKI;AKT3;COPS2;NEK11;CCL11;MARK4;FAM20C;PKN3;GK2;MYOD1;PANK2;TNK1;STK3;CDK8;PAK6;PIK3CA;PNKP;CAMK1;HCK;STK36;TAOK1;LMTK2;COPS8;MELK;CHEK1;RNASEL;CDK7;DGKH;PIM3;MAST2
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),0.46441499467219705,653.0,45,0.6351263823454701,1032.0,45,0.8327987670629801,0.9998690134726378,25/45,SLC22A2;F3;NLRP3;CRADD;XDH;MAP3K5;NLRC4;SYK;BOK;TRAF2;NGFR;RPS3;HSPE1;S100A8;PDCD5;RIPK1;RPS27L;JAK2;SNCA;CASP5;PYCARD;HTRA2;S100A9;NDUFA13;BAD,0.8078458490558699,0.9999841444821818,33/45,SLC22A2;NLRP2;F3;FOXL2;NLRP3;NKX3-1;F2R;XDH;MAP3K5;SYK;ST18;BOK;TRAF2;NGFR;CASP8AP2;NOD1;TNFRSF10A;ACVR1C;HSPE1;COL4A3;CLEC7A;PDCD5;NGF;PDCD6;SNCA;JAK2;CASP5;HTRA2;TRADD;NODAL;S100A9;NDUFA13;SIRT1
