set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",0.003403855494796174,0.1666077032783673,72/96,POLR2E;SF3B4;SNRPE;GTF2F1;PQBP1;SFPQ;CTNNBL1;GEMIN6;USP39;SART1;PRPF6;RBM4;EIF4A3;PRPF4;MAGOH;RBM14;CSTF2;NOVA1;SMNDC1;PRPF3;POLR2J;SNW1;SYMPK;DHX38;AQR;POLR2F;DHX35;GEMIN5;SNRPD3;SNRPG;RBM4B;SF3B2;DBR1;ZRSR2;CDC5L;DDX23;CD2BP2;SNRPB2;POLR2I;SF3B5;RBM15;DHX16;RAVER2;ELAVL2;ZCRB1;SF3B1;POLR2H;PPIH;POLR2G;DHX15;CSTF1;POLR2C;ISY1;PHF5A;LSM6;NOVA2;RALY;PRPF40A;EFTUD2;FUS;CPSF1;LSM7;DHX8;RNF113A;BUD31;GPATCH1;RBM41;CPSF3;LSM2;POLR2B;GPKOW;PNN,0.08395504416997472,0.9999948639545445,41/96,PRCC;SF3B4;SNRPE;GTF2F1;PQBP1;U2AF1L4;PCF11;GEMIN6;USP39;SART1;RBM4;RBM14;NOVA1;TFIP11;POLR2J;SNW1;RBM19;DHX35;GEMIN5;RBM4B;DDX23;CD2BP2;SNRPB2;ZMAT5;POLR2G;RNPC3;CSTF1;PHF5A;LSM6;SF3A2;EFTUD2;USP49;LSM7;DHX8;RNF113A;TRA2A;RBM41;CPSF3;LSM2;POLR2B;PNN,96
regulation of signal transduction by p53 class mediator (GO:1901796),0.003355918616136205,0.1666077032783673,50/64,PRKAB1;PPP1R13L;BRD7;TOPBP1;TAF1L;RAD1;CHEK1;MAP2K6;CCNG1;HDAC1;PRDM1;RPS20;RPA1;RPA3;TP53INP1;TAF12;TAF10;BLM;TAF7;PIN1;RMI1;SSRP1;HUS1;RRS1;POU4F2;RFC5;CHD5;TPX2;MTA2;WRN;SGK1;SMYD2;HIPK1;PRKAG1;ATR;PRKAA1;DAXX;BARD1;CHD4;BRIP1;CDK5R1;PML;MAPK11;TAF4;AURKB;TTC5;PAK1IP1;ING2;RFC2;BOP1,0.0012339253675033278,0.33133801655906103,35/64,PRKAB1;BRD7;TOPBP1;RAD1;CHEK1;MAP2K6;CCNG1;HDAC1;PRDM1;TBP;RPA1;RPA2;RPA3;CDK5;TAF11;TAF10;SSRP1;RRS1;RFC5;TPX2;WRN;SGK1;PRKAG1;ATR;PRKAA1;DAXX;BRIP1;CDK5R1;PML;AURKB;TAF4;TTC5;PAK1IP1;ING2;CHD5,64
RNA transport (GO:0050658),0.00357104463789553,0.1666077032783673,22/25,ARC;THOC3;NXF5;ZFP36;MAGOH;ATXN2;DHX38;THOC2;THOC7;SIDT2;RAE1;SLBP;RFTN1;NUP214;NUP62;XPO5;THOC6;SIDT1;THOC1;EIF4A3;NUP62CL;PNPT1,0.02833868120749206,0.8157922483773778,14/25,SIDT2;ZFP36;ARC;NUP62CL;THOC5;THOC3;THOC1;U2AF1L4;THOC2;NXF5;SLBP;RFTN1;POLDIP3;THOC6,25
regulation of mitotic cell cycle phase transition (GO:1901990),0.005152341320024606,0.205803216075604,55/72,FBXO5;PSMD7;ANAPC10;KNTC1;PSMA5;CDC14A;TUBA1A;TFAP4;CEP72;PSMD8;TMEM14B;CEP76;PSMD4;PSMD2;PSMD11;TUBG1;PSMD14;PRKAR2B;CDC26;CDC20;RIOK2;ANLN;PSMA2;UBA52;KIF14;NEK11;BUB1B;PSMB3;ZFP36L2;TPX2;PSMC3;PSMB4;PSMB10;ANAPC2;ANAPC11;PSMC5;NEK6;SIRT2;PSMB8;PSME4;CETN2;TM4SF5;CDC14B;CENPE;DYNC1H1;CDC16;CDC6;CDC23;DCTN2;CEP135;E2F1;PSMD6;XPC;PSMA4;UBD,0.16261604784661465,0.9999948639545445,30/72,FBXO5;PSMD7;ANAPC10;CEP72;TMEM14B;PSMD2;TUBG1;PRKAR2B;PSMC2;ANAPC4;CDC20;ANLN;CSNK1D;KIF14;NEK11;BUB1B;ZFP36L2;TPX2;PSMC3;PSMB4;ANAPC11;PSMC5;CETN2;DYNC1H1;CDC23;DCTN2;CEP135;PSME4;PSMA4;UBD,72
RNA export from nucleus (GO:0006405),0.00474558919175261,0.205803216075604,32/39,NUP35;NUP98;THOC3;NUP205;NXF5;NUP54;UPF1;MAGOH;SMG5;NUP37;NXT1;SYMPK;DHX38;THOC2;NUP85;THOC7;RAE1;SLBP;XPO5;NUP214;NUP62;THOC6;DDX19B;NUP133;CPSF1;AAAS;THOC1;NUP107;CPSF3;EIF4A3;NUP62CL;NXF3,0.2836490987757481,0.9999948639545445,16/39,NUP35;NUP62CL;THOC5;NUP98;CPSF3;THOC3;THOC1;U2AF1L4;THOC2;NUP205;NXF5;SLBP;POLDIP3;NUP85;THOC6;DDX19B,39
mRNA transport (GO:0051028),0.00474558919175261,0.205803216075604,32/39,NUP35;ARC;NUP98;THOC3;NUP205;NXF5;NUP54;ZFP36;UPF1;MAGOH;SMG5;NUP37;NXT1;SYMPK;DHX38;THOC2;NUP85;THOC7;RAE1;SLBP;NUP214;NUP62;THOC6;DDX19B;NUP133;CPSF1;AAAS;THOC1;NUP107;CPSF3;EIF4A3;NXF3,0.18401684996128245,0.9999948639545445,17/39,NUP35;ZFP36;ARC;THOC5;NUP98;CPSF3;THOC3;THOC1;U2AF1L4;THOC2;NUP205;NXF5;SLBP;POLDIP3;NUP85;THOC6;DDX19B,39
regulation of ATP metabolic process (GO:1903578),0.005171699443141564,0.205803216075604,21/24,ZBTB7A;NUP35;COX7A1;NUP98;NUP205;NUP54;COX7A2;SLC2A6;NUP37;NUP85;ABCD1;GCKR;PRKAG1;GCK;RAE1;SPHK2;NUP214;NUP62;NUP133;AAAS;NUP107,0.8027083156952632,0.9999948639545445,7/24,NUP35;COX7A1;NUP98;PRKAG1;PGAM1;NUP205;NUP85,24
protein sumoylation (GO:0016925),0.005171699443141564,0.205803216075604,21/24,NUP35;NUP98;EYA1;IFIH1;NUP205;NUP54;PIAS4;NUP37;TRPM4;RNF212;NUP85;NSMCE2;PIAS2;RAE1;NUP214;NUP62;EGR2;NUP133;AAAS;TRIM28;NUP107,0.4929569547526611,0.9999948639545445,9/24,NUP35;RANGAP1;NUP98;TRPM4;RNF212;TOPORS;NUP205;NUP85;NSMCE2,24
mitochondrion organization (GO:0007005),0.005566868708491872,0.21519923893112866,48/62,SIRT5;AKT3;TFB1M;COX7A1;FANCG;BCS1L;TMEM11;ADCK1;HIGD2A;COX7A2;TIMM22;PRDX3;TIMM9;OXA1L;HAX1;PHB2;PPRC1;TOMM22;TIMM23;PARP1;LONP1;ESRRA;TIMM44;ATP2A1;TIMM10;CHCHD3;POLG2;SUPV3L1;PLD6;TIMM8B;DNM1L;HIGD1B;DNAJA3;SSBP1;PTCD2;TIMM17A;PNPT1;STOML2;HCFC1;VPS13C;TIMM13;WDR81;ATAD3C;TIMM17B;TFB2M;DNM3;GABPA;MSTO1,0.04300257166772269,0.9583150390015904,29/62,SIRT5;AKT3;TFB1M;COX7A1;FANCG;ADCK1;ATAD3B;HIGD2A;PRDX3;AGTPBP1;HAX1;PHB2;PARP1;ESRRA;LONP1;TIMM44;TIMM10;CHCHD3;POLG2;SUPV3L1;DNAJA3;TIMM17A;RAB38;STOML2;VPS13C;TIMM13;MPV17;WDR81;DNM3,62
protein-DNA complex assembly (GO:0065004),0.005753654950402704,0.21624153188596829,41/52,PSMD7;PSMA5;PSMD8;NAP1L4;PSMD4;PSMD2;CHD1L;PSMD11;GTF2H5;ERCC5;PSMD14;RPA1;NAP1L2;RPA3;PSMA2;UBA52;PARP1;DDB2;PSMB3;RBX1;CHAF1B;PSMC3;PSMB4;PSMB10;GMNN;CDK7;GRWD1;PSMC5;PSMB8;GTF2H1;DAXX;CETN2;NAP1L3;SMARCA5;CCNH;CDC6;GTF2H4;PSME4;PSMD6;XPC;PSMA4,0.601767749026145,0.9999948639545445,18/52,RPA1;RPA2;PSMD7;RPA3;PSMA4;PSMC2;PSMD2;RBX1;CCNH;PSMC3;PSMB4;PSMC5;GTF2H4;CHD1L;PARP1;DAXX;PSME4;CETN2,52
establishment of protein localization to organelle (GO:0072594),0.006201680509645286,0.22678037106892088,26/31,RYR2;ZDHHC15;IPO13;LRSAM1;RANBP17;PRICKLE1;IPO8;NXT1;PHB2;SYK;NUP85;LAMP3;EIF4ENIF1;E2F3;GCKR;HEATR3;NUP214;NUP62;LAMP2;NXT2;NUP133;NUTF2;IPO11;IPO4;NUP107;NUP62CL,0.7075293128869312,0.9999948639545445,10/31,LAMP3;PRICKLE1;E2F3;ZDHHC15;RYR2;PHB2;SYK;IPO4;NUP85;NUP62CL,31
mRNA processing (GO:0006397),0.00697201699068901,0.23007656069273733,85/117,SNRPE;CTNNBL1;PRPF6;PRPF4;MAGOH;POLR2F;DBR1;ZRSR2;THOC7;CD2BP2;SF3B5;RBM15;TBRG4;ELAVL2;PPIH;ISY1;PHF5A;NOVA2;CPSF1;LSM7;GPKOW;SFPQ;USP39;GTF2H5;PRPF18;RBM4;CSTF2;PRPF3;SYMPK;AQR;SNRPD3;SNRPG;RBM4B;SF3B2;CDC5L;DDX23;SNRPB2;POLR2I;DHX16;ZCRB1;POLR2C;GTF2H1;EFTUD2;GTF2H4;CPSF3;RBM41;POLR2B;SF3B4;GTF2F1;RBM14;SMNDC1;POLR2J;GEMIN5;RAVER2;SF3B1;POLR2G;DHX15;THOC6;FUS;CCNH;THOC1;BUD31;GPATCH1;SNW1;PNN;POLR2E;PQBP1;THOC3;GEMIN6;SART1;NOVA1;DHX38;DHX35;THOC2;POLR2H;CDK7;CSTF1;LSM6;RALY;PRPF40A;DHX8;RNF113A;AKAP8L;LSM2;EIF4A3,0.06070339343731138,0.9689671311789294,50/117,PRCC;SF3B4;SNRPE;POLR2B;GTF2F1;PQBP1;THOC3;U2AF1L4;PCF11;GEMIN6;USP39;SART1;RBM4;RBM14;NOVA1;TFIP11;POLR2J;SNW1;RBM19;DHX35;THOC2;GEMIN5;RBM4B;DDX23;CD2BP2;SNRPB2;TBRG4;ZMAT5;POLR2G;RNPC3;CSTF1;PHF5A;LSM6;THOC6;SF3A2;EFTUD2;USP49;LSM7;CCNH;DHX8;RNF113A;TRA2A;THOC1;GTF2H4;CPSF3;RBM41;LSM2;POLDIP3;PNN;THOC5,117
maturation of SSU-rRNA (GO:0030490),0.0069370990379530205,0.23007656069273733,14/15,DHX37;UTP3;TSR2;RIOK3;NAT10;SRFBP1;UTP6;RIOK2;NOL11;PWP2;RPS16;HEATR1;LSM6;WDR46,0.9870479400615785,0.9999948639545445,2/15,LSM6;WDR46,15
spliceosomal snRNP assembly (GO:0000387),0.0069370990379530205,0.23007656069273733,14/15,CLNS1A;CD2BP2;DDX20;GEMIN6;SNRPE;PRPF3;COIL;TGS1;SNRPD3;SNRPG;GEMIN5;LSM2;SART1;PRPF6,0.4504148948276363,0.9999948639545445,6/15,CD2BP2;GEMIN6;SNRPE;GEMIN5;LSM2;SART1,15
mRNA metabolic process (GO:0016071),0.006907229074778975,0.23007656069273733,23/27,SF3B4;SNRPE;SFPQ;USP39;PRPF18;ZFP36;PRPF3;PABPC3;SNRPG;SNRPD3;SF3B2;LSM10;ZFP36L2;CNOT10;TBRG4;DHX15;HSF1;SLBP;LSM6;AKAP8L;CPSF3;LSM2;PNPT1,0.21651268150624298,0.9999948639545445,12/27,LSM6;ZFP36;ZFP36L2;SF3B4;SNRPE;TBRG4;SLBP;CPSF3;PCF11;LSM2;USP39;SF3A2,27
regulation of carbohydrate catabolic process (GO:0043470),0.007608123749505648,0.23939049844374746,17/19,ZBTB7A;NUP35;NUP133;SLC2A6;NUP214;NUP98;AAAS;NUP37;GCKR;PRKAG1;NUP62;GCK;RAE1;NUP205;NUP107;NUP54;NUP85,0.7174842876021925,0.9999948639545445,6/19,NUP35;NUP98;PRKAG1;PGAM1;NUP205;NUP85,19
regulation of purine nucleotide metabolic process (GO:1900542),0.007608123749505648,0.23939049844374746,17/19,ZBTB7A;NUP35;NUP133;SLC2A6;NUP214;NUP98;AAAS;NUP37;GCKR;PRKAG1;NUP62;GCK;RAE1;NUP205;NUP107;NUP54;NUP85,0.7174842876021925,0.9999948639545445,6/19,NUP35;NUP98;PRKAG1;PGAM1;NUP205;NUP85,19
double-strand break repair (GO:0006302),0.007868506681150838,0.24195658044538823,51/67,RAD54B;RPA4;EME1;EYA1;UIMC1;SFPQ;PALB2;ERCC5;POLQ;PSMD14;RECQL4;RPA1;RPA3;PIAS4;BLM;BRCA2;RMI1;SMC6;HUS1;PPP5C;YY1;PARP1;NSMCE2;ERCC4;WRN;PARP2;DDX1;REV3L;RNF168;XRCC4;TRIP13;KPNA2;ZSWIM7;PAXIP1;POLN;XRCC2;NHEJ1;BARD1;TNKS1BP1;BRIP1;NSMCE1;SMARCA5;CDCA5;RECQL5;RAD51AP1;DCLRE1B;DCLRE1A;APTX;SMARCAD1;POLA1;ACTR5,0.0719178551322662,0.9689671311789294,30/67,RAD54B;UBE2V2;POLQ;RECQL4;RPA1;RPA2;RPA3;POLB;YY1;PPP5C;PARP1;NSMCE2;WRN;PARP2;XRCC4;TRIP13;ZSWIM7;POLM;RAD52;POLN;XRCC2;BRIP1;CDCA5;RECQL5;RAD51AP1;DCLRE1A;APTX;RECQL;SMARCAD1;POLA1,67
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.00838583567147717,0.24438060902921474,86/119,AUP1;KBTBD7;PSMA5;PSMD2;HECTD3;PCNP;PSMA2;RMND5B;PSMC3;PSMB4;ANAPC2;PSMC5;SPSB2;SMURF2;PSME4;FBXO45;FBXO2;KLHL15;UBE4A;HERPUD1;PSMD11;DDIT3;CUL2;PTTG1;BUB1B;PELI1;FBXO38;PSMB3;RNF126;FBXO31;PLAA;FBXL2;PSMB10;FBXL8;BIRC2;ANAPC11;PSMB8;UBE2U;AURKB;CDC16;FBXO6;PSMD7;FBXO5;FAF1;PSMD8;FBXL5;FBXL13;HECW1;HACE1;FBXL14;WWP1;FBXO17;UBR2;CDC20;FEM1A;NFE2L2;RBCK1;COP1;UBQLN2;RNF103;ZFAND2A;CDC23;PSMD6;FBXL20;DERL2;KBTBD6;ANAPC10;WFS1;DNAJB9;ANKZF1;PSMD4;PSMD14;RAD23A;CDC26;UBA52;KIF14;FEM1B;RBX1;SIAH2;SIRT2;FBXL3;CLOCK;PML;KCTD5;USP44;PSMA4,0.32513596712648624,0.9999948639545445,45/119,STUB1;KBTBD6;PSMD7;FBXO5;ANAPC10;FBXO45;FBXO2;WFS1;ANKZF1;PSMD2;SPSB4;HECTD3;SIRT1;PSMC2;ANAPC4;KLHL20;CDC20;PTTG1;FBXO39;KIF14;BUB1B;PELI1;FBXO38;RBX1;SIAH2;PLAA;FBXL2;PSMB4;PSMC3;TOPORS;BIRC2;ANAPC11;PSMC5;DNAJB12;FBXL6;CLOCK;RNF186;KCTD13;UBE2J1;PML;AURKB;USP44;CDC23;PSME4;PSMA4,119
nucleotide-excision repair (GO:0006289),0.008605979737954952,0.24438060902921474,44/57,POLR2E;RPA4;POLR2B;ERCC6;COPS7B;CHD1L;ERCC5;GTF2H5;COPS2;RPA1;RPA3;FANCC;POLR2J;RAD23A;AQR;POLR2F;UBA52;HUS1;PARP1;SLC30A9;DDB2;ERCC4;GPS1;POLR2I;RFC5;RBX1;POLR2H;COPS8;POLR2G;CDK7;PNKP;POLR2C;ISY1;RNF111;GTF2H1;CETN2;LIG1;BRIP1;CCNH;RFC2;GTF2H4;XPC;POLA1;BRCA2,0.25966068626663186,0.9999948639545445,23/57,COPS7B;CHD1L;RPA1;RPA2;COPS5;RPA3;SIRT1;FANCC;POLR2J;POLB;PARP1;SLC30A9;RFC5;RBX1;COPS8;POLR2G;RNF111;CETN2;BRIP1;CCNH;GTF2H4;POLR2B;POLA1,57
cellular response to DNA damage stimulus (GO:0006974),0.00821203520178643,0.24438060902921474,100/140,ALKBH1;RAD18;CHRNA4;ASH2L;CBX5;MSH2;MAP2K6;IGHMBP2;POLQ;BOK;UPF1;BLM;HUS1;PARP1;ERCC4;ALKBH7;EPHA2;GNL1;TANK;BARD1;RECQL5;USP16;UBQLN4;RNF168;E2F1;PSME4;FBXO45;TFDP3;FANCG;TOPBP1;BCL3;CHEK1;UBA7;STK33;CHD1L;DDIT3;FANCC;RBBP6;ZC3H12A;SMC6;FANCF;DDB2;FBXO31;PARP2;PNKP;GTF2H1;UBE2U;UBE2T;TNFRSF1B;BTG2;DTL;RFC2;GTF2H4;APTX;POLA1;CRIP1;FBXO6;WDR76;NCOA6;RPA1;MGMT;HTRA2;YY1;MBD4;RFC5;UBE2E2;POLH;XRCC2;LIG1;BLK;REXO4;WDR48;MOAP1;POLE2;SUV39H1;XPC;CDKN2AIP;RAD1;TOP2A;TAOK1;RECQL4;RPS3;GADD45A;PPP1R15A;CDK3;DCUN1D5;IKBKE;WRN;MICA;ATR;IRF3;DOT1L;TRRAP;PML;TRIM28;RAD51AP1;CIDEB;BRSK1;FANCA;CHCHD6,0.00745990575412923,0.5897374411089544,64/140,ALKBH1;RAD18;FBXO45;FANCG;TOPBP1;NCOA6;RAD1;CHEK1;MAP2K6;UBA7;STK33;CHD1L;TOP2A;POLQ;TAOK1;RECQL4;RPA1;BOK;RPS3;SIRT1;GADD45A;FANCC;HTRA2;CHCHD6;PPP1R15A;POLB;YY1;PARP1;FANCF;MAPK12;MBD4;RFC5;ALKBH7;WRN;PARP2;BAK1;MICA;HIC1;TOPORS;ATR;IRF3;RAD52;TANK;POLH;BCL2L2;XRCC2;UBE2T;RECQL;PML;USP28;RECQL5;TNFRSF1B;DTL;RAD51AP1;MOAP1;USP16;INTS3;UBQLN4;POLE2;GTF2H4;APTX;PSME4;SUV39H1;POLA1,140
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427),0.00866982204981693,0.24438060902921474,30/37,NUP35;NUP98;THOC3;NUP205;NXF5;NUP54;UPF1;MAGOH;SMG5;NUP37;NXT1;SYMPK;DHX38;THOC2;NUP85;THOC7;RAE1;SLBP;NUP214;NUP62;THOC6;DDX19B;NUP133;CPSF1;AAAS;THOC1;NUP107;CPSF3;EIF4A3;NXF3,0.31259402384707036,0.9999948639545445,15/37,NUP35;THOC5;NUP98;CPSF3;THOC3;THOC1;U2AF1L4;THOC2;NUP205;NXF5;SLBP;POLDIP3;NUP85;THOC6;DDX19B,37
"negative regulation of transcription, DNA-templated (GO:0045892)",0.00890564072801851,0.2459047327552866,250/371,JDP2;PARP15;PTPRK;DAB2;ZBTB7A;HMBOX1;ZNF217;ANKRD33;BRD7;GLIS1;CBX5;DLG1;ZNF608;TFAP2B;SAP30;E2F8;ZNF491;CNOT1;NKAP;GLIS3;SREBF2;DKK1;ZNF750;PCGF2;SCML4;HOXA7;CCDC85B;ZNF705D;IRF2BP1;ZNF785;VPS72;LIMS1;YEATS2;CDC73;PARP1;ZNF202;PURA;WWOX;RBM15;SEMA4D;EID2B;IKZF5;ZNF91;TLE1;ELK3;ZNF558;ACTRT1;LIMD1;ZNF684;FERD3L;PER1;DPF1;THAP1;HCFC2;THAP7;KLF4;EOMES;DNAJA3;CREM;ZNF568;SSX1;NKX6-2;CDK5R1;TRERF1;ZNF69;ZNF674;RUNX1T1;HCFC1;ZNF540;SMURF2;SIRT6;E2F1;ZNF366;NFIL3;MED25;PBXIP1;LIN37;ZNF669;ZNF566;SAMD11;PHC3;NR4A2;BCL3;CREB3L1;ZNF560;SFPQ;ETV5;HDAC1;PDE2A;HMX1;SNAI2;MIER2;DDIT3;PRICKLE1;SAMD7;PRDM5;MXI1;SPDEF;CBFA2T3;CDKN1C;EPC1;PHB2;SIX3;NDUFA13;NPAS1;DDX20;SIN3B;PHF12;FGFR2;SDCBP;TWIST2;SMYD2;NKRF;SNX6;ZMYND15;CRYAB;ZIC2;IL33;TBX2;BASP1;ZNF746;NR0B2;SNAI1;MAGEA1;SIN3A;SCRT2;ZNF620;AURKB;CRYM;JARID2;JAZF1;LYAR;CBX8;CTBP2;NR4A3;MAF1;INSM2;SKIL;TGIF2;IRF8;TFAP4;UIMC1;DNAJB1;ZEB2;ZNF503;PRDM1;SOX18;BAHD1;MZF1;EZH1;SNCA;WWP1;EDN1;MDFI;GLI3;NOTCH1;FNIP1;CIC;RORB;MLXIPL;YY1;POU4F2;IRF1;PCGF6;GATA1;MTA2;TRPS1;FHL2;ZNF124;MTA3;POU6F1;ZNF75A;TBR1;SOX13;ERF;HESX1;MNT;GATA6;CBX6;CITED2;HAMP;THAP11;ZNF639;SUV39H1;SCMH1;KLF12;SNW1;CBY1;ZNF281;TFDP2;ZNF263;WFS1;SOX14;FOXC2;AHR;MTF2;ZNF350;ZFP36;SAP130;GADD45A;PIAS4;SUDS3;MYOZ1;DLX4;TAF7;CALR;PHF6;UBA52;GPS2;LEFTY1;DUSP26;HIVEP1;WNT5A;MBD2;ZKSCAN3;CDX2;PRDM12;ZNF256;GMNN;E2F7;MOSPD1;GATAD2A;HSF1;ZNF556;ZHX3;ATF5;SLA2;DAXX;TNFRSF4;BMP2;CLOCK;SIRT2;FBP1;CITED1;ZNF582;ZNF559;TNFSF4;PML;TRIM28;HEYL;EN1;RING1;MBD1;ATP8B1;ASCL1;FRK;ZNF423;HEY1;PEX14;SRY,0.7463492086053102,0.9999948639545445,126/371,PTPRK;HMBOX1;WT1;BRD7;GLIS1;SAP30;CNOT1;GLIS3;SREBF2;CCDC85B;NR1H4;IRF2BP1;DNMT3L;PARP1;TCFL5;WWOX;SEMA4D;GATAD2B;TLE1;KLF4;FERD3L;HCFC2;DPF1;THAP1;DNAJA3;CREM;CDK5R1;TRERF1;ZNF674;RUNX1T1;E4F1;DPF3;TGFB1;NFIL3;MED25;PBXIP1;ZNF669;ZNF566;SAMD11;PHC3;NR4A2;HDAC1;SP2;PDE2A;HMX1;PRICKLE1;CDK5;PRDM5;PHB2;NDUFA13;NPAS1;SIN3B;FGFR2;ZNF398;HDAC3;SNX6;DPF2;CRYAB;GLIS2;ZNF224;PRMT6;ZNF620;AURKB;CTBP2;LYAR;NR4A3;DLL4;TGIF2;ZFPM1;DNAJB1;ZEB2;ZNF503;PRDM1;EZH1;SNCA;GLI3;CIC;MLXIPL;YY1;IRF1;PCGF6;TRPS1;ZNF180;CREBZF;POU6F1;FOXP2;SOX13;MNT;GATA6;SUV39H1;SCMH1;KLF12;SNW1;ZNF263;WFS1;NR2C2;ZNF350;ZFP36;SIRT1;GADD45A;SUDS3;ZNF148;PHF6;ZNF703;DUSP26;NR2E1;NR2F6;DEDD2;ZNF256;E2F7;HIC1;MOSPD1;PATZ1;ZNF556;ZHX3;SLA2;DAXX;BMP2;CLOCK;FBP1;CITED1;PML;ATP8B1;EN1;ASCL1;ZNF423,371
ncRNA processing (GO:0034470),0.01026408815861798,0.2777462255722025,52/69,POP7;LYAR;RPL35A;FARS2;MRPL44;TRPT1;UTP18;INTS2;PIH1D1;DKC1;HEATR1;EXOSC5;NOL11;INTS12;IMP3;RPL36;UTP3;WDR12;EXOSC4;EXOSC9;UBA52;RPS16;RPS9;TBL3;TEX10;NVL;EXOSC1;RRP12;WDR18;EXOSC2;PDCD11;DHX37;DDX27;MDN1;IMP4;RRP9;RCL1;INTS7;RPL8;MPHOSPH6;WDR46;INTS5;NOC4L;BOP1;UTP6;PWP2;DDX49;POP5;XRN2;INTS8;BYSL;RPL7,0.21994822895803828,0.9999948639545445,28/69,POP7;LYAR;FARS2;INTS10;TRPT1;PRKRA;UTP18;DKC1;PIH1D1;FCF1;INTS12;RPP21;RPL36;EXOSC4;EXOSC9;TEX10;INTS1;EXOSC2;PDCD11;WDR75;RRP9;RPL8;MPHOSPH6;WDR46;INTS3;MRTO4;DDX49;BYSL,69
rRNA metabolic process (GO:0016072),0.010998760229714733,0.2807796715246044,43/56,LYAR;RPL35A;UTP18;DKC1;PIH1D1;HEATR1;EXOSC5;NOL11;RPL36;IMP3;UTP3;WDR12;EXOSC4;EXOSC9;UBA52;RPS16;TBL3;RPS9;TEX10;NVL;EXOSC1;RRP12;WDR18;EXOSC2;PDCD11;DHX37;DDX27;MDN1;IMP4;RRP9;RCL1;RPL8;MPHOSPH6;WDR46;NOC4L;UTP6;PWP2;DDX49;POP5;XRN2;BOP1;BYSL;RPL7,0.4229352935061716,0.9999948639545445,21/56,LYAR;UTP18;DKC1;PIH1D1;FCF1;RPL36;EXOSC4;EXOSC9;TEX10;EXOSC2;PDCD11;WDR75;DEDD2;RRP9;RPL8;MPHOSPH6;WDR46;DIS3L;MRTO4;DDX49;BYSL,56
positive regulation of cell growth (GO:0030307),0.01080721847968724,0.2807796715246044,34/43,SYT4;CDKL5;CDKN2AIP;TWF2;EDN1;ISLR2;ADNP2;EXOSC4;RASAL1;EXOSC9;MMP14;INS;SYT1;POU4F2;RIMS1;FXN;S100A9;ZFYVE27;EXOSC2;SEMA4D;SDCBP;PLAA;SUPV3L1;S100A8;CPNE9;LIMK1;SYT2;EIF4G1;SYT17;ZNF639;DDX49;CPNE5;N6AMT1;DERL2,0.46126988558064197,0.9999948639545445,16/43,EXOSC2;SYT4;CDKL5;SEMA4D;SYT2;PLAA;EXOSC4;SUPV3L1;EXOSC9;MMP14;DDX49;INS;NGF;FXN;ZFYVE27;RUFY3,43
histone acetylation (GO:0016573),0.010686925347512397,0.2807796715246044,19/22,TAF5L;BRPF3;TRIM16;TAF6L;TAF12;TAF10;EPC1;YEATS2;ING3;SUPT3H;PER1;MYOD1;MBIP;TRRAP;YEATS4;RUVBL2;CHD5;ZZZ3;BRCA2,0.8478768320302108,0.9999948639545445,6/22,BRD1;BRPF3;TRIM16;TAF10;CHD5;MBIP,22
