set,Real_P,Real_FDR,Real_Overlap,Real_Genes,Syn_P,Syn_FDR,Syn_Overlap,Syn_Genes,Genes
cell junction assembly (GO:0034329),0.7423268413769415,0.9998690134726378,29/50,DCHS1;PCDHB10;RYK;PCDHB6;MYO9A;CTNND1;NLGN2;CDH2;PCDHB13;LIMS1;GJA4;SHANK3;PCDHB16;PCDHB11;CDH18;LIMS2;DSCAM;OPHN1;CDH8;CDH9;PCDHB4;FLNC;CDH10;KIRREL3;PCDHB5;OBSL1;ITGA6;DNER;DNM3,0.7423459715317224,0.9999948639545445,16/50,CDH18;NLGN2;CDH10;LIMS2;KIRREL3;CDK5;OBSL1;RYK;PCDHB14;DNER;PCDHB6;CDH9;PCDHB4;CTNND1;PCDHB16;DNM3,50
cell junction organization (GO:0034330),0.8638676978470428,0.9998690134726378,16/30,NLGN2;LIMS2;SNCA;TJP2;OPHN1;SNCB;LRP4;SNCG;APBB2;PIN1;LIMS1;FLNC;MYO9A;CBLN1;MYOT;PPFIA2,0.7907197358406309,0.9999948639545445,9/30,NLGN2;LIMS2;SNCA;PKHD1;SNCG;MARVELD3;TGFB1;PPFIA3;PPFIA2,30
cell morphogenesis involved in differentiation (GO:0000904),0.5591483671123604,0.9998690134726378,21/34,EPHB3;NTN4;LAMC3;TEK;DACT2;KIF14;LAMB2;NTNG2;LAMB1;OPHN1;EPHA2;PARVB;MEGF9;TMEFF2;ITGA4;PARVG;ITGB7;LAMB4;EPHA1;RAB25;ITGA8,0.109140779019898,0.9999948639545445,16/34,FER;TMEFF2;ITGA4;EPHB3;PARVG;LAMB1;PKHD1;TEK;DACT2;LAMB4;LPXN;UNK;RAB25;KIF14;LAMB2;PARVB,34
cell morphogenesis involved in neuron differentiation (GO:0048667),0.7849776801294741,0.9998690134726378,18/32,SLITRK4;MAP6;S100A6;MAP1B;FGFR2;OPHN1;MAP1A;RYK;LRP4;S100B;SLITRK3;BRSK1;PARD3;ISL2;DSCAML1;NTNG2;SDC2;RAB3A,0.3293396208603712,0.9999948639545445,13/32,SLITRK4;MAP6;S100A6;CDK5;PARD3;FGFR2;MAP1A;RYK;SLITRK3;UNK;ISL2;DSCAML1;LLGL1,32
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),0.5267506523026604,0.9998690134726378,50/81,AMIGO2;DCHS1;PCDHB10;CDH13;CEACAM6;SLITRK3;PCDHB6;SELE;VSTM2L;ITGAM;MYOT;CRB2;CLDN10;REG3A;CDH2;PCDHB13;CLDN2;GATA5;ATP2C1;GPC4;IGSF21;ICAM1;AMIGO3;PCDHB16;DSCAML1;PCDHB11;CDH18;LRRC4B;LRRC4;DSCAM;CDH8;UNC5D;CDH9;PCDHB4;CLDN7;DSG2;CRTAM;CDH10;KIRREL3;CDH15;CEACAM8;CLDN23;IL1RAPL1;PCDHB5;OBSL1;IGSF9;MPZ;CLDN15;LRRC4C;CBLN1,0.5154574589460788,0.9999948639545445,29/81,AMIGO2;SLITRK3;PCDHB6;SELE;VSTM2L;CLDN6;CRB2;SELL;LRFN4;PCDHB14;GATA5;GRID2;ATP2C1;ICAM1;DSCAML1;PCDHB16;AMIGO3;CDH18;LRRC4;UNC5D;CDH9;PCDHB4;CDH10;KIRREL3;CDH15;FAT2;OBSL1;IGSF9;CLDN15,81
cell-cell junction assembly (GO:0007043),0.8880713940275432,0.9998690134726378,14/27,CDH18;GJA5;CDH10;DCHS1;CNTNAP1;EPB41L3;CDH2;CDH8;CD9;RAMP2;FBF1;GJA4;CDH9;CTNND1,0.5035536987953448,0.9999948639545445,10/27,CDH18;GJA5;CDH10;CNTNAP1;EPB41L3;GJB6;ZNF703;CD9;CDH9;CTNND1,27
cardiac muscle tissue development (GO:0048738),0.2989454956435896,0.9998690134726378,21/31,CBY1;RBP4;GATA4;NPPA;CACNA1G;TBX18;NOTCH1;GATA5;GJA5;MSC;NOTCH2;MYLK2;TBX2;TTN;BMP2;SGCZ;NPPB;GATA6;SGCG;HEY1;TCAP,0.09505365084301541,0.9999948639545445,15/31,GJA5;SGCZ;MYOCD;NDUFV2;NPPB;GATA6;ZFPM1;GATA5;GJB6;NPPA;CACNA1G;NOTCH2;MYLK2;SGCG;BMP2,31
cardiac muscle tissue morphogenesis (GO:0055008),0.9054705021519751,0.9998690134726378,11/22,MYL2;FGFR2;MYBPC3;TCAP;NOTCH1;TNNI3;TGFBR3;S1PR1;MYLK2;TTN;BMP2,0.5442516708342076,0.9999948639545445,8/22,FGFR2;ZFPM1;MYBPC3;TNNI3;S1PR1;TGFB1;MYLK2;BMP2,22
cardiac ventricle morphogenesis (GO:0003208),0.9054705021519751,0.9998690134726378,11/22,MYL2;FGFR2;FOXF1;MYBPC3;NOTCH1;HEYL;GATA4;TNNI3;TGFBR3;JAG1;HEY1,0.8478768320302108,0.9999948639545445,6/22,DLL4;FGFR2;FOXF1;MYBPC3;TNNI3;TGFB1,22
cartilage development (GO:0051216),0.9054705021519751,0.9998690134726378,11/22,SULF2;WNT5B;HOXA11;GHRL;GDF5;COL2A1;GPLD1;COL11A2;HYAL3;HOXD3;BMP2,0.3701502049029043,0.9999948639545445,9/22,SULF2;WNT10B;GHRL;GDF5;GPLD1;TGFB1;HYAL3;HOXD3;BMP2,22
cation transmembrane transport (GO:0098655),0.9419856843961545,0.9998690134726378,12/25,SLC25A38;SLC25A20;P2RX3;SLC25A19;TRPM4;ATP1A2;TRPM8;SLC38A5;TRPM5;SFXN2;KCNJ11;SLC29A4,0.5521139419699446,0.9999948639545445,9/25,TRPM4;ATP1B4;TRPM8;SLC38A5;TRPM5;SFXN2;SLC29A4;PKD2L1;ABCC9,25
cation transport (GO:0006812),0.7292213384559103,0.9998690134726378,53/90,KCNH4;KCNA2;KCNA4;KCNS1;PANX3;SLC5A5;KCNJ6;SLC5A8;SLC17A2;CATSPER3;KCNC1;ATP1A2;KCNAB3;SLC29A4;SLC18A2;CATSPER4;CNGB3;SCN7A;KCNG2;SCN4A;KCNH1;KCNJ3;SCNN1D;TAF7;TRPM4;RHCG;KCNMB4;TRPC6;SLC5A10;SLC5A9;KCNJ15;SLC39A1;SGK1;KCNJ16;SCN1A;SLC22A4;KCNK1;SLC6A3;SLC22A16;TRPM8;SLC6A17;KCNK18;KCNS2;RHBG;SLC36A3;KCNMB3;SLC22A2;SLC38A5;TRPM5;SLC17A3;KCNF1;SCN4B;SLC5A1,0.28053272555284564,0.9999948639545445,35/90,KCNH4;KCNS1;SLC5A5;SLC36A1;SLC29A4;SLC18A2;CATSPER4;KCNG2;SCN7A;SCNN1D;KCNK9;TRPM4;RHCG;SLC5A4;KCNA10;SLC5A9;SLC39A1;SGK1;SCN1A;KCNJ13;SLC22A4;SLC6A3;TRPM8;SLC5A2;PKD2L1;ABCC9;MCOLN1;KCNQ4;KCNN4;KCNS2;RHBG;SLC22A2;SLC38A5;TRPM5;KCNF1,90
cell chemotaxis (GO:0060326),0.8406665460713031,0.9998690134726378,14/26,ARHGEF16;CCRL2;CCR10;CORO1B;CX3CR1;CCR7;EPHA2;CCR9;BIN2;HOXB9;CCR4;CCL20;CXCR3;PLEKHG5,0.998721548799829,0.9999948639545445,3/26,CCL25;PLEKHG5;HOXB9,26
cell cycle G1/S phase transition (GO:0044843),0.4224301077508194,0.9998690134726378,12/18,CCNA2;E2F3;RCC1;PLK2;CUL2;CCNE2;CCNH;CDK7;EIF4EBP1;CCNE1;CDK3;E2F1,0.467021896361906,0.9999948639545445,7/18,CCNA2;E2F3;PLK2;CCNH;CDKN2C;EIF4EBP1;CCNE1,18
carbohydrate derivative biosynthetic process (GO:1901137),0.8470628227990344,0.9998690134726378,10/19,GOLPH3;GK;G6PD;GBGT1;RRM1;TKT;ALG2;RRM2B;TPI1;B3GNT5,0.9455473585259399,0.9999948639545445,4/19,TPI1;B3GNT5;GK;GOLPH3,19
carbohydrate homeostasis (GO:0033500),0.43845914786045587,0.9998690134726378,20/31,RBP4;MTNR1B;WFS1;TFAP2B;VGF;PDK2;NGFR;NEUROD1;MLXIPL;INS;CYB5R4;BAD;IRS1;GCKR;SLC30A8;GCK;PRKAA1;LEPR;ALOX5;GCGR,0.28113254074401134,0.9999948639545445,13/31,KCNB1;FFAR2;MLXIPL;MTNR1B;WFS1;GCG;GCGR;VGF;PDK2;INS;CYB5R4;NGFR;PRKAA1,31
carboxylic acid metabolic process (GO:0019752),0.8985878630639262,0.9998690134726378,10/20,GSTO2;PON3;GNMT;ACOT4;LIAS;HAO1;CYP2J2;PLA2G4A;GLYAT;CYB5R3,0.9594333209315872,0.9999948639545445,4/20,CYP2C9;PLA2G4A;CYP4F22;CYP2J2,20
carboxylic acid transmembrane transport (GO:1905039),0.7553811191332623,0.9998690134726378,9/16,SLC25A11;ABCB1;SLC25A30;SLC13A2;SLC19A1;SLC36A3;SLC25A10;SLC38A5;SLC7A10,0.8741488165271394,0.9999948639545445,4/16,SLC38A6;SLC38A5;SLC25A10;SLC36A1,16
carboxylic acid transport (GO:0046942),0.7673662479697057,0.9998690134726378,17/30,SLC6A7;SLC16A4;SLC17A5;SLC6A11;SLC36A3;SLC25A10;SLC17A2;SLC6A13;SLC1A7;SLC6A12;SLC38A5;SLC16A2;SLC17A3;SLC1A5;SLC6A17;AQP9;SLC16A8,0.6618094457725701,0.9999948639545445,10/30,SLC6A7;SLC17A5;SLC25A10;SLC36A1;SLC6A13;SLC1A7;SLC38A6;SLC38A5;SLC1A5;AQP9,30
cardiac muscle cell action potential (GO:0086001),0.9233800854418452,0.9998690134726378,7/15,SCN10A;KCNH2;ATP1A1;SCN1A;ATP1A2;CACNA1G;SCN4B,0.8365411717136093,0.9999948639545445,4/15,ATP1A1;CACNA1G;SCN10A;SCN1A,15
cardiac muscle cell action potential involved in contraction (GO:0086002),0.8832652025569516,0.9998690134726378,8/16,KCNE4;KCNH2;ATP1A1;RYR2;SCN1A;CACNA1G;KCNE3;SCN4B,0.7237182372730193,0.9999948639545445,5/16,ATP1A1;RYR2;SCN1A;CACNA1G;KCNE3,16
cardiac muscle contraction (GO:0060048),0.7134274129739884,0.9998690134726378,11/19,CAMK2D;KCNH2;RYR2;MYBPC3;ATP1A2;TNNI3;CASQ2;MYLK2;TTN;SCN4B;TCAP,0.9455473585259399,0.9999948639545445,4/19,RYR2;MYBPC3;TNNI3;MYLK2,19
calcium ion homeostasis (GO:0055074),0.2678880773978398,0.9998690134726378,34/51,RYR2;CCL7;CCL19;WFS1;TFAP2B;CCL5;STIM2;EDN2;S100A14;TMTC2;SNCA;EDN1;CALR;SLC10A7;CCL1;ATP13A1;TNNI3;ATP2C1;ATP13A3;ATP6V1B1;ATP2C2;SLC24A4;CCL15;STIM1;ATP13A5;ATP2A1;CALCB;CYP27B1;SLC24A2;TRPV6;STOML2;HTR2A;SLC30A1;DMPK,0.4454242078519598,0.9999948639545445,19/51,CTRC;RYR2;CCL19;WFS1;CCL5;STIM2;SNCA;CCL1;TNNI3;ATP2C1;STIM1;ATP13A5;CYP27B1;SLC24A2;TRPV6;GCM2;STOML2;PKHD1;TRPV5,51
calcium ion transmembrane import into cytosol (GO:0097553),0.9590622874106025,0.9998690134726378,10/22,SLC24A2;TRPV6;ITPR3;RYR2;HTR2A;CCL19;CCR7;PLCG2;TRPV2;RYR3,0.5442516708342076,0.9999948639545445,8/22,SLC24A2;TRPV6;ITPR3;RYR2;TRPV5;CCL19;PLCG2;TRPV2,22
calcium ion transmembrane transport (GO:0070588),0.40183872179077323,0.9998690134726378,24/37,MCOLN3;CACNA2D4;TRPC5;NALCN;CACNA1G;TRPV2;PMPCB;TRPM4;PHB2;ATP2C1;TRPC4AP;ATP2C2;TRPC6;MCOLN2;SLC24A4;ATP2A1;TRPM8;SLC24A2;TRPV6;STOML2;LETM1;PMPCA;TRPM5;RYR3,0.015540975830196301,0.7346530113362937,20/37,MCOLN3;CACNA2D4;NALCN;CACNA1G;TRPV2;PMPCB;P2RX4;TRPM4;PHB2;ATP2C1;MCOLN2;TRPM8;MCOLN1;SLC24A2;TRPV6;STOML2;LETM1;TRPV5;PMPCA;TRPM5,37
calcium ion transport (GO:0006816),0.45125897565360107,0.9998690134726378,36/57,CATSPER1;CHRNA4;RYR2;CACNA1F;CACNA2D4;CACNG8;NALCN;TRPC5;MCOLN3;CACNG6;CCL5;CACNA1G;STIM2;TRPV2;GRIN3A;TRPM4;ATP2C1;TRPC4AP;TRPC6;MCOLN2;SLC24A4;ATP2C2;SLN;STIM1;ATP2A1;NMUR1;TRPM8;CSN2;CYP27B1;SLC24A2;TRPV6;CACNG3;RAMP2;CALCRL;TRPM5;RYR3,0.25966068626663186,0.9999948639545445,23/57,MCOLN3;RYR2;CACNA2D4;NALCN;CCL5;CACNA1G;STIM2;CACNG7;TRPV2;P2RX4;TRPM4;ATP2C1;MCOLN2;STIM1;TRPM8;CYP27B1;MCOLN1;KCNN4;SLC24A2;TRPV6;CACNG3;TRPV5;TRPM5,57
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),0.7026557262596564,0.9998690134726378,14/24,CDH18;CDH10;DCHS1;PCDHB10;PCDHB5;PCDHB13;CDH13;CDH8;PCDHB6;ATP2C1;PCDHB4;CDH9;PCDHB16;PCDHB11,0.4929569547526611,0.9999948639545445,9/24,CDH18;CDH10;SELL;PCDHB14;ATP2C1;PCDHB6;PCDHB4;CDH9;PCDHB16,24
calcium-mediated signaling (GO:0019722),0.4338512561879124,0.9998690134726378,25/39,MCTP1;RYR2;DMPK;P2RY12;SELE;EDN2;CXCR3;EDN1;PPP3CC;TRPM4;TNNI3;CCR4;PLCG2;LAT2;CCR10;SLC9A1;NMUR1;PRKAA1;CCL20;CX3CR1;CCR7;CCR9;BTK;RCAN3;CCRL2,0.929798978937228,0.9999948639545445,10/39,LAT2;P2RX4;RYR2;TRPM4;DEFB1;TNNI3;SELE;RCAN3;PLCG2;PRKAA1,39
canonical Wnt signaling pathway (GO:0060070),0.9331791749158622,0.9998690134726378,16/32,WNT5B;LRP5;FZD2;FZD8;NR4A2;SFRP5;FZD3;RYK;FZD10;FZD9;FRAT2;FRAT1;SCYL2;TCF7L1;WNT5A;BCL9,0.8543519560760396,0.9999948639545445,9/32,WNT9B;WNT8A;BCL9L;WNT8B;WNT10B;FZD8;NR4A2;RYK;FZD9,32
carbohydrate catabolic process (GO:0016052),0.9573488503479812,0.9998690134726378,9/20,DERA;PFKM;GPI;PGM1;GAPDHS;ALDOC;GCK;GAPDH;TPI1,0.5999867179977203,0.9999948639545445,7/20,DERA;PGAM2;PFKM;ALDOC;PGAM1;TPI1;NAGA,20
regulation of immune response (GO:0050776),0.7297363964814633,0.9998690134726378,50/85,CD200R1;KLRB1;NCR2;CD276;IL4I1;B2M;DHX58;PLA2G1B;FCER1A;CLEC2B;LILRB1;CLEC2D;AHR;CD3G;KLRF1;CLEC4G;TYROBP;RIPK3;SYK;CD1C;RNF135;ICAM1;IRF1;NCR3;HLA-DRB1;LAG3;COL2A1;MICA;DENND1B;HCST;FCGR2A;BIRC2;CD8A;SLAMF7;SLA2;PILRB;CRTAM;CD1B;CD226;HERC5;ITGA4;TREM1;TNFSF4;KIR2DS1;TREML1;ICAM3;COLEC12;ITGB7;CD40LG;ZMPSTE24,0.8546163551844046,0.9999948639545445,26/85,DHX58;CLEC2D;KLRF1;SELL;RIPK3;SLAMF6;KIR2DL2;SYK;CD1C;ICAM1;IRF1;NCR3;LAG3;AMBP;MICA;BIRC2;CD8A;FCGR2B;SLA2;CD300E;CD1B;HERC5;ITGA4;COLEC12;CD40LG;ULBP1,85
regulation of inflammatory response (GO:0050727),0.609994602543043,0.9998690134726378,60/99,CD200R1;NMI;DAGLA;TNFAIP8L2;PLA2G2A;CCL5;SELE;NLRP10;LILRA5;PDE2A;LRRC19;PLA2G7;DAGLB;TLR3;SNCA;GRN;GHSR;GHRL;JAK2;TEK;CCL1;FEM1A;IL18;FNDC4;GPS2;IL20;HCK;AGT;S100A9;WNT5A;LPL;NOD2;CASP5;SETD6;SNX6;KLF4;BIRC2;ANXA1;TLR2;IL33;DNASE1L3;BST1;S100A8;TLR9;TNFRSF1A;METRNL;TNFSF4;AOAH;TNFRSF1B;ALOX5;RIPK1;APOA1;ENPP3;MGLL;MMP26;MMP9;NLRP3;PROC;LPCAT3;NFKBIA,0.5460351431997434,0.9999948639545445,35/99,PLA2G2A;TNFAIP8L2;CCL5;SELE;IL13;IL12B;PDE2A;PLA2G7;SNCA;GHRL;NR1H4;FFAR2;JAK2;TEK;CCL1;IL18;FNDC4;IL20;AGT;GPR31;SETD6;MVK;SNX6;KLF4;BIRC2;DNASE1L3;BST1;IL23A;TNFRSF1B;RIPK1;ENPP3;MGLL;MMP9;NLRP3;LPCAT3,99
regulation of inflammatory response to antigenic stimulus (GO:0002861),0.998079476051426,0.9998690134726378,38/82,GPR83;PLK2;MC2R;GHRHR;ADRB1;IAPP;FSHB;ADRB3;ADM;CD3G;GPBAR1;GHRH;PRKAR2B;ADORA2B;SYK;PLCG2;HCK;ADCY4;PTH;HLA-DRB1;PTGDR;CALCB;FCGR2A;HTR7;PTGER2;ADCYAP1R1;ADCYAP1;GPR27;RLN2;CRHR2;GPHB5;ADRB2;RAMP2;CALCRL;AVP;HTR6;MC4R;GIP,0.9031625486633006,0.9999948639545445,24/82,GPR83;PLK2;GHRHR;ADM;SCT;PRKAR2B;SYK;TSHB;PLCG2;ADCY4;NPSR1;GCG;ADM2;PTGER2;GPR150;ADCYAP1;GPR27;DPEP1;VIPR1;RLN2;RLN3;ADRB2;HTR6;MC4R,82
regulation of innate immune response (GO:0045088),0.9284284818500013,0.9998690134726378,15/30,CDC37;NMI;LYAR;RNASEL;POLR3G;TLR8;RIOK3;DHX58;TRAFD1;CCL5;BIRC2;RNF135;POLR3D;IRF1;ADAM8,0.7907197358406309,0.9999948639545445,9/30,LYAR;RNASEL;POLR3C;DHX58;CCL5;BIRC2;FCGR2B;POLR3D;IRF1,30
regulation of insulin receptor signaling pathway (GO:0046626),0.9858855160124715,0.9998690134726378,6/16,IRS1;SORL1;NCK1;GRB14;INS;ENPP1,0.7237182372730193,0.9999948639545445,5/16,SORBS1;SIRT1;INS;ENPP1;FUT7,16
regulation of insulin secretion (GO:0050796),0.896840445907707,0.9998690134726378,28/52,ITPR3;LRP5;SYT7;RBP4;MTNR1B;TFAP2B;CCL5;KCNG2;NLGN2;GHRL;NEUROD1;KCNJ11;DOC2B;ADRA2C;BAD;IRS1;AACS;MYRIP;SLC30A8;GCK;DPP4;GIP;CLOCK;BLK;ACSL4;ALOX5;TRH;CHGA,0.9268613384310137,0.9999948639545445,14/52,KCNB1;NLGN2;CLOCK;ITPR3;GHRL;NR1H4;SYT7;MTNR1B;TRH;GCG;CCL5;FFAR1;DPP4;KCNG2,52
regulation of interferon-gamma production (GO:0032649),0.8812177983762475,0.9998690134726378,22/41,CD276;LILRB1;PDCD1LG2;IL23R;DDIT3;TLR3;RIPK3;ZC3H12A;IL18;CEBPG;HLA-DRB1;PYCARD;TLR8;IL12A;IL27;TLR9;CRTAM;HMHB1;CD226;TNFSF4;CCR7;CD2,0.9090475877207147,0.9999948639545445,11/41,IL23A;INHA;RIPK3;ZFPM1;NR1H4;SLAMF6;IL18;CD2;IL12B;PDE4B;CD274,41
regulation of heart contraction (GO:0008016),0.44094055755652245,0.9998690134726378,33/52,SCN10A;ITPR3;RYR2;FXYD7;ATP1A2;NPPA;HSPB7;CASQ2;FXYD6;KCNG2;TMEM65;ATP1A3;FXYD1;KCNJ11;ASPH;AGT;CAMK2D;GJA5;STIM1;ATP1B2;NPPC;ATP2A1;CYP2J2;S100A1;TBX2;ASB3;ATP1A1;DES;CASQ1;HRC;RYR3;DMPK;ATP1B3,0.07216828695058014,0.9689671311789294,24/52,SCN10A;ITPR3;RYR2;FXYD7;NPPA;KCNG2;P2RX4;TMEM65;ATP1A3;ASPH;AGT;GJA5;STIM1;ATP1B2;NPPC;CYP2J2;S100A1;ABCC9;ASB3;ATP1A1;DES;CASQ1;CORIN;ATP1B3,52
regulation of heart rate by cardiac conduction (GO:0086091),0.9309064060701565,0.9998690134726378,9/19,CAMK2D;KCNE4;KCNH2;KCNJ3;TRPM4;CACNA1G;KCNE3;SCN4B;DSG2,0.984676173589713,0.9999948639545445,3/19,KCNE3;CACNA1G;TRPM4,19
regulation of hematopoietic progenitor cell differentiation (GO:1901532),0.38463026091753955,0.9998690134726378,21/32,PSMD7;PSMA5;PSMD8;PSMD4;PSMD2;PSMD11;DHX36;PSMD14;PSMA2;LMO2;GATA1;PSMB3;PSMC3;PSMB10;PSMB4;PSMC5;PSMB8;SETD1A;PSME4;PSMD6;PSMA4,0.6160555115938082,0.9999948639545445,11/32,PSMD7;SETD1A;MIXL1;PSMC2;EIF2AK2;PSMC3;PSMB4;PSMC5;PSMD2;PSMA4;PSME4,32
regulation of hematopoietic stem cell differentiation (GO:1902036),0.34845033997860675,0.9998690134726378,20/30,PSMD7;PSMA5;PSMD8;PSMD4;PSMD2;PSMD11;PSMD14;PSMA2;LMO2;GATA1;PSMB3;PSMC3;PSMB10;PSMB4;PSMC5;PSMB8;SETD1A;PSME4;PSMD6;PSMA4,0.6618094457725701,0.9999948639545445,10/30,PSMD7;SETD1A;PSMC2;EIF2AK2;PSMB4;PSMC3;PSMC5;PSMD2;PSMA4;PSME4,30
regulation of humoral immune response (GO:0002920),0.9950879042645119,0.9998690134726378,9/24,C3AR1;GATA6;CFHR4;C1R;C9;PHB2;CCR7;CFP;C4B,0.6598082501146421,0.9999948639545445,8/24,GATA6;CFHR4;C5;C4BPA;PHB2;FCGR2B;CFP;C4B,24
regulation of hydrolase activity (GO:0051336),0.7026557262596564,0.9998690134726378,14/24,FGD5;ARHGAP12;ARHGAP9;PROM2;EPHB3;WRN;RDX;APOA1;ITGB1BP1;GPR137B;RAB3GAP2;PLXNA3;RAB3GAP1;EPHA1,0.19589440716877873,0.9999948639545445,11/24,FGD5;PROM2;EPHB3;WRN;FGD2;ITGB1BP1;NGEF;PLXNA3;CHN1;TBC1D15;RAB3GAP1,24
regulation of immune effector process (GO:0002697),0.9915313546693165,0.9998690134726378,8/21,C3AR1;CFHR4;C1R;C9;PHB2;CFP;C4B;HLA-DRB1,0.6595090535669866,0.9999948639545445,7/21,CFHR4;C5;C4BPA;PHB2;FCGR2B;CFP;C4B,21
regulation of fat cell differentiation (GO:0045598),0.4193448721630914,0.9998690134726378,22/34,LRP5;RARRES2;ZFP36;CCDC85B;TRPM4;ZC3H12A;CARM1;SYAP1;GPS2;ENPP1;WNT5A;LPL;ZFP36L2;GDF3;SIRT2;BMP2;LRP3;ALOX5;RUNX1T1;BBS12;LEP;E2F1,0.18872406866300867,0.9999948639545445,15/34,FTO;ZFP36;SIRT1;ZFP36L2;WNT10B;CCDC85B;ZFPM1;RUNX1T1;TRPM4;BBS12;SYAP1;LEP;TGFB1;ENPP1;BMP2,34
regulation of focal adhesion assembly (GO:0051893),0.6855334823201606,0.9998690134726378,10/17,COL16A1;MYOC;SLC9A1;S100A10;GPM6B;ITGB1BP1;TEK;THY1;LIMS1;TSC1,0.7770711129155322,0.9999948639545445,5/17,DAPK3;ITGB1BP1;TEK;THY1;TSC1,17
regulation of gene expression (GO:0010468),0.6279498415766933,0.9998690134726378,259/426,PARP15;ZNF217;ADAM19;CD276;LMX1B;PRRX2;RDX;SAP30;ZNF516;TIPARP;MYT1;NKAP;LRRC19;FAM50A;DKK1;TAF6L;CRNN;GATA5;EGR1;LIMS1;OVOL2;HOXA5;VSX1;PTH;TSKU;TULP3;AFF2;ZBTB11;F3;LAMP3;RIMS1;PIP;DTNBP1;SH3GL2;DGKQ;ELAVL2;TLE1;PRKAG1;ACTRT1;LIMD1;PER1;KLF4;HCFC2;TLR2;THAP1;NANOG;THAP7;CRABP2;CREM;NOVA2;MAP2K2;IFNGR1;NKX6-2;PTBP2;ARNTL2;MYBL2;ZNF718;TFRC;SMO;HCFC1;GCGR;MAP2K1;E2F1;NFIL3;SPIN3;ZNF74;PRDM14;PRKAB1;BRCA2;ZNF628;CREB3L1;PTRH2;HOXD13;SFPQ;GRSF1;PTF1A;ZNF804A;HDAC1;ZC3H7B;PDE2A;SNAI2;DDIT3;ERP29;VTCN1;PRDM5;ADNP2;ZC3H12A;POFUT1;CARM1;PIN1;PPARGC1B;INS;TRIM43;XDH;PHF12;RAG2;SBNO1;ZNF35;PRDM8;FGF6;HOXD3;IL33;GCNT2;CTCFL;PRKAA1;NR0B2;MBIP;HMHB1;UBAP2;SCRT2;RLN2;MAPK11;PRDM7;SLC22A2;MSR1;ING2;SOX12;TGFBRAP1;NFIA;ZNF221;ZFP64;AVP;PC;CRIP1;ZNF519;TGIF2;POU6F2;DPPA5;ACTA1;TRIM34;RC3H1;GATA4;OR7D2;HHLA2;MLF2;GLRX2;ZNF503;PRDM1;TCF7L1;TRIML1;SOX18;DHX36;MZF1;ZNF326;PF4;IGF2BP3;CALCOCO1;NOTCH1;NFXL1;FEZF2;BTNL2;HMG20B;RORB;MYADM;RBM12B;MLXIPL;YY1;NFE2L2;RNF39;SNX12;ODAM;PAK6;LIN54;MSC;ZNF488;HES6;CILP;SUPT3H;OLFM1;NOTCH2;MYOD1;TLR9;SSBP2;EPHX2;SOX13;REXO4;NCOA2;FUS;RNF20;BRAF;CITED2;USP13;APBB2;ZFPL1;MAFB;RAMP2;CRX;ZNF678;NUP35;REL;TRIP4;FGF22;TRIM60;ZNF281;TAF5L;ZNF263;PQBP1;SOX14;LILRB1;ZNF423;PDCD5;ZNF114;AHR;NOS1AP;MTF2;HCLS1;EMILIN1;ZNF350;TLR3;RPS3;TYROBP;TRIM39;RPS6KA4;TFEB;NOVA1;FGF10;ZNF695;DLX4;CALR;RHOH;ALPK2;PLCG2;MBNL3;WNT5A;ESRRA;PLAG1;DHH;SNAI3;GLMN;AMH;PRDM12;MEGF8;TRAPPC2;MYLK2;TERF2IP;ATF5;TTN;DAXX;TRRAP;LRP3;CLOCK;BMP2;ANXA7;CITED1;TRIM17;PML;PRDM10;SLC39A8;BRDT;FGF3;ASCL1;BNC1;ASCC2;FGF17;NUP107;HEY1;SRY;GABPA;ACTR5,0.9572805046960479,0.9999948639545445,135/426,ZNF280A;WT1;ADAM19;PRRX2;SAP30;IL13;FAM50A;ZNHIT3;TRIM40;GATA5;HAND2;VSX1;TSKU;TCFL5;AFF2;F3;LAMP3;EGF;UPK3B;DTNBP1;DGKQ;TLE1;PRKAG1;KLF4;HCFC2;THAP1;ADM2;CRABP2;CREM;ARNTL2;MYBL2;ZNF718;SMO;FOXN2;GCGR;TGFB1;NFIL3;ZNF74;PRKAB1;OPRD1;PTRH2;GRSF1;HDAC1;ZC3H7B;PDE2A;ERP29;VTCN1;PRDM5;INS;XDH;DAPK3;ZNF513;ZNF35;ZNF398;PRDM8;HOXD3;GCNT2;CTCFL;PRKAA1;MBIP;HFE;UBAP2;RLN2;PRDM7;SLC22A2;TRIM68;ING2;SOX12;TRIM48;PC;ZNF519;DLL4;TGIF2;ALOX12B;ACTA1;TRIM34;GLRX2;ZNF503;PRDM1;ZNF326;PF4;CALCOCO1;NFXL1;FEZF2;FGF8;MLXIPL;YY1;NAT8;SNX12;ATP1B4;HES6;CILP;OLFM1;NOTCH2;SOX13;ZNF676;MAFB;IL12B;ZNF678;NUP35;ZNF263;PQBP1;ZNF423;TBX4;NOS1AP;HCLS1;NR2C2;ZNF350;RPS3;SIRT1;NOVA1;FGF10;ZNF148;ZNF703;PLCG2;ESRRA;DHH;AMH;ARNT2;MEGF8;HIC1;PATZ1;MYLK2;DAXX;BMP2;CLOCK;CITED1;PML;ZNF626;PGR;ASCL1;ASCC2;FGF17;SPIN3;NGF,426
